utc,value,local,mo,hr,dofw,pv,trend,lag,iso,tmpf
2022-05-19 12:00:00+00:00,0.444212,2022-05-19 05:00:00-07:00,5,5,3,0.0,0.16529616,0.43185,2029.0,43.0
2022-05-19 13:00:00+00:00,0.501578,2022-05-19 06:00:00-07:00,5,6,3,0.00489118123743794,0.16529652,0.502536,2226.0,42.1
2022-05-19 14:00:00+00:00,0.500704,2022-05-19 07:00:00-07:00,5,7,3,0.1481806360527917,0.16529688,0.535738,2480.0,45.0
2022-05-19 15:00:00+00:00,0.424171,2022-05-19 08:00:00-07:00,5,8,3,0.33666671877560644,0.16529724,0.531031,2608.0,48.0
2022-05-19 16:00:00+00:00,0.406356,2022-05-19 09:00:00-07:00,5,9,3,0.5169956137619549,0.1652976,0.525632,2613.0,50.0
2022-05-19 17:00:00+00:00,0.304396,2022-05-19 10:00:00-07:00,5,10,3,0.6742203303516453,0.16529796,0.525485,2607.0,51.1
2022-05-19 18:00:00+00:00,0.225003,2022-05-19 11:00:00-07:00,5,11,3,0.7973607408830367,0.16529832,0.484247,2571.0,52.0
2022-05-19 19:00:00+00:00,0.268604,2022-05-19 12:00:00-07:00,5,12,3,0.8780257632498505,0.16529868,0.416141,2547.0,55.9
2022-05-19 20:00:00+00:00,0.294632,2022-05-19 13:00:00-07:00,5,13,3,0.9107430828268789,0.16529904,0.437917,2508.0,52.0
2022-05-19 21:00:00+00:00,0.220289,2022-05-19 14:00:00-07:00,5,14,3,0.8932950177874288,0.1652994,0.46212,2487.0,54.0
2022-05-19 22:00:00+00:00,0.193721,2022-05-19 15:00:00-07:00,5,15,3,0.8268641769020307,0.16529976,0.442866,2468.0,55.0
2022-05-19 23:00:00+00:00,0.262224,2022-05-19 16:00:00-07:00,5,16,3,0.7159553388206632,0.16530012,0.348935,2433.0,55.0
2022-05-20 00:00:00+00:00,0.348343,2022-05-19 17:00:00-07:00,5,17,3,0.5681096324633265,0.16530048,0.41012,2401.0,55.9
2022-05-20 01:00:00+00:00,0.422698,2022-05-19 18:00:00-07:00,5,18,3,0.39352465062069697,0.16530084,0.443152,2457.0,53.1
2022-05-20 02:00:00+00:00,0.426913,2022-05-19 19:00:00-07:00,5,19,3,0.20539716926210902,0.1653012,0.475977,2483.0,54.0
2022-05-20 03:00:00+00:00,0.430387,2022-05-19 20:00:00-07:00,5,20,3,0.03314295838569103,0.16530156,0.468988,2488.0,53.1
2022-05-20 04:00:00+00:00,0.415208,2022-05-19 21:00:00-07:00,5,21,3,0.0,0.16530192,0.479957,2520.0,48.9
2022-05-20 05:00:00+00:00,0.387726,2022-05-19 22:00:00-07:00,5,22,3,0.0,0.16530228,0.44241,2474.0,46.9
2022-05-20 06:00:00+00:00,0.330095,2022-05-19 23:00:00-07:00,5,23,3,0.0,0.16530264,0.399718,2313.0,42.1
2022-05-20 07:00:00+00:00,0.329657,2022-05-20 00:00:00-07:00,5,0,4,0.0,0.165303,0.393408,2155.0,39.0
2022-05-20 08:00:00+00:00,0.333214,2022-05-20 01:00:00-07:00,5,1,4,0.0,0.16530336,0.376159,2054.0,39.9
2022-05-20 09:00:00+00:00,0.335763,2022-05-20 02:00:00-07:00,5,2,4,0.0,0.16530372,0.37648,2002.0,39.9
2022-05-20 10:00:00+00:00,0.343932,2022-05-20 03:00:00-07:00,5,3,4,0.0,0.16530408,0.400703,1982.0,37.9
2022-05-20 11:00:00+00:00,0.384939,2022-05-20 04:00:00-07:00,5,4,4,0.0,0.16530444,0.441201,2006.0,37.0
2022-05-20 12:00:00+00:00,0.461708,2022-05-20 05:00:00-07:00,5,5,4,0.0,0.1653048,0.515152,2102.0,35.1
2022-05-20 13:00:00+00:00,0.523954,2022-05-20 06:00:00-07:00,5,6,4,0.005663314764906004,0.16530516,0.559341,2296.0,36.0
2022-05-20 14:00:00+00:00,0.498235,2022-05-20 07:00:00-07:00,5,7,4,0.15052026591399562,0.16530552,0.563339,2532.0,36.0
2022-05-20 15:00:00+00:00,0.395173,2022-05-20 08:00:00-07:00,5,8,4,0.3387365372259525,0.16530588,0.520903,2660.0,42.1
2022-05-20 16:00:00+00:00,0.311561,2022-05-20 09:00:00-07:00,5,9,4,0.518723319668351,0.16530624,0.470298,2650.0,48.0
2022-05-20 17:00:00+00:00,0.249399,2022-05-20 10:00:00-07:00,5,10,4,0.6756485758841139,0.1653066,0.399844,2579.0,52.0
2022-05-20 18:00:00+00:00,0.237782,2022-05-20 11:00:00-07:00,5,11,4,0.7985647248649611,0.16530696,0.309594,2546.0,55.0
2022-05-20 19:00:00+00:00,0.186437,2022-05-20 12:00:00-07:00,5,12,4,0.8790993103681419,0.16530732,0.304356,2538.0,55.0
2022-05-20 20:00:00+00:00,0.237556,2022-05-20 13:00:00-07:00,5,13,4,0.9117901951061714,0.16530768,0.321036,2519.0,55.9
2022-05-20 21:00:00+00:00,0.231019,2022-05-20 14:00:00-07:00,5,14,4,0.894421921821879,0.16530804,0.360853,2467.0,57.9
2022-05-20 22:00:00+00:00,0.247313,2022-05-20 15:00:00-07:00,5,15,4,0.8281714670688153,0.1653084,0.373868,2378.0,57.0
2022-05-20 23:00:00+00:00,0.23631,2022-05-20 16:00:00-07:00,5,16,4,0.7175303718743169,0.16530876,0.413582,2327.0,59.0
2022-05-21 00:00:00+00:00,0.293873,2022-05-20 17:00:00-07:00,5,17,4,0.5700190096811449,0.16530912,0.456488,2342.0,57.9
2022-05-21 01:00:00+00:00,0.36993,2022-05-20 18:00:00-07:00,5,18,4,0.3958039200368265,0.16530948,0.473415,2336.0,59.0
2022-05-21 02:00:00+00:00,0.380007,2022-05-20 19:00:00-07:00,5,19,4,0.2080071660493319,0.16530984,0.469347,2332.0,59.0
2022-05-21 03:00:00+00:00,0.388132,2022-05-20 20:00:00-07:00,5,20,4,0.035242318303334914,0.1653102,0.470336,2334.0,55.9
2022-05-21 04:00:00+00:00,0.390666,2022-05-20 21:00:00-07:00,5,21,4,0.0,0.16531056,0.440481,2353.0,54.0
2022-05-21 05:00:00+00:00,0.349856,2022-05-20 22:00:00-07:00,5,22,4,0.0,0.16531092,0.393704,2312.0,46.0
2022-05-21 06:00:00+00:00,0.318045,2022-05-20 23:00:00-07:00,5,23,4,0.0,0.16531128,0.355361,2156.0,45.0
2022-05-21 07:00:00+00:00,0.301529,2022-05-21 00:00:00-07:00,5,0,5,0.0,0.16531164,0.325963,2091.0,44.1
2022-05-21 08:00:00+00:00,0.290406,2022-05-21 01:00:00-07:00,5,1,5,0.0,0.165312,0.312818,1988.0,43.0
2022-05-21 09:00:00+00:00,0.289105,2022-05-21 02:00:00-07:00,5,2,5,0.0,0.16531236,0.299955,1925.0,43.0
2022-05-21 10:00:00+00:00,0.300376,2022-05-21 03:00:00-07:00,5,3,5,0.0,0.16531272,0.301749,1901.0,41.0
2022-05-21 11:00:00+00:00,0.319439,2022-05-21 04:00:00-07:00,5,4,5,0.0,0.16531308,0.311381,1907.0,39.0
2022-05-21 12:00:00+00:00,0.365115,2022-05-21 05:00:00-07:00,5,5,5,0.0,0.16531344,0.346769,1956.0,37.9
2022-05-21 13:00:00+00:00,0.4057,2022-05-21 06:00:00-07:00,5,6,5,0.006470639015311756,0.1653138,0.376351,2041.0,37.0
2022-05-21 14:00:00+00:00,0.426078,2022-05-21 07:00:00-07:00,5,7,5,0.15275953282998744,0.16531416,0.390435,2134.0,42.1
2022-05-21 15:00:00+00:00,0.356199,2022-05-21 08:00:00-07:00,5,8,5,0.3407058498680379,0.16531452,0.415782,2189.0,46.0
2022-05-21 16:00:00+00:00,0.280683,2022-05-21 09:00:00-07:00,5,9,5,0.52035906422344,0.16531488,0.418779,2203.0,52.0
2022-05-21 17:00:00+00:00,0.200548,2022-05-21 10:00:00-07:00,5,10,5,0.6769950071711436,0.16531524,0.319711,2187.0,55.0
2022-05-21 18:00:00+00:00,0.152849,2022-05-21 11:00:00-07:00,5,11,5,0.7996972829286546,0.1653156,0.280373,2149.0,59.0
2022-05-21 19:00:00+00:00,0.111077,2022-05-21 12:00:00-07:00,5,12,5,0.8801112173469339,0.16531596,0.178679,2111.0,62.1
2022-05-21 20:00:00+00:00,0.098558,2022-05-21 13:00:00-07:00,5,13,5,0.9127841454522079,0.16531632,0.13414,2082.0,64.9
2022-05-21 21:00:00+00:00,0.099964,2022-05-21 14:00:00-07:00,5,14,5,0.8955022489370885,0.16531668,0.125808,2053.0,66.9
2022-05-21 22:00:00+00:00,0.15307,2022-05-21 15:00:00-07:00,5,15,5,0.8294364333421457,0.16531704,0.146158,2039.0,70.0
2022-05-21 23:00:00+00:00,0.20719,2022-05-21 16:00:00-07:00,5,16,5,0.7190647451582978,0.1653174,0.252495,2050.0,71.1
2022-05-22 00:00:00+00:00,0.311008,2022-05-21 17:00:00-07:00,5,17,5,0.5718867784653761,0.16531776,0.271717,2080.0,71.1
2022-05-22 01:00:00+00:00,0.33792,2022-05-21 18:00:00-07:00,5,18,5,0.39803841676395857,0.16531812,0.349169,2133.0,72.0
2022-05-22 02:00:00+00:00,0.355046,2022-05-21 19:00:00-07:00,5,19,5,0.21056967144934965,0.16531848,0.387466,2195.0,66.0
2022-05-22 03:00:00+00:00,0.349786,2022-05-21 20:00:00-07:00,5,20,5,0.03734461316793727,0.16531884,0.388749,2230.0,64.0
2022-05-22 04:00:00+00:00,0.362256,2022-05-21 21:00:00-07:00,5,21,5,0.0,0.1653192,0.376667,2237.0,60.1
2022-05-22 05:00:00+00:00,0.344663,2022-05-21 22:00:00-07:00,5,22,5,0.0,0.16531956,0.334178,2208.0,55.9
2022-05-22 06:00:00+00:00,0.297838,2022-05-21 23:00:00-07:00,5,23,5,0.0,0.16531992,0.302323,2090.0,52.0
2022-05-22 07:00:00+00:00,0.267424,2022-05-22 00:00:00-07:00,5,0,6,0.0,0.16532028,0.265164,1956.0,48.9
2022-05-22 08:00:00+00:00,0.249854,2022-05-22 01:00:00-07:00,5,1,6,0.0,0.16532064,0.249621,1849.0,46.0
2022-05-22 09:00:00+00:00,0.244563,2022-05-22 02:00:00-07:00,5,2,6,0.0,0.165321,0.241151,1783.0,46.9
2022-05-22 10:00:00+00:00,0.250531,2022-05-22 03:00:00-07:00,5,3,6,0.0,0.16532136,0.239398,1750.0,43.0
2022-05-22 11:00:00+00:00,0.267255,2022-05-22 04:00:00-07:00,5,4,6,0.0,0.16532172,0.246783,1747.0,44.1
2022-05-22 12:00:00+00:00,0.297821,2022-05-22 05:00:00-07:00,5,5,6,0.0,0.16532208,0.266465,1773.0,42.1
2022-05-22 13:00:00+00:00,0.333347,2022-05-22 06:00:00-07:00,5,6,6,0.007305122466386794,0.16532244,0.288437,1823.0,43.0
2022-05-22 14:00:00+00:00,0.330629,2022-05-22 07:00:00-07:00,5,7,6,0.154898245322986,0.1653228,0.318745,1887.0,45.0
2022-05-22 15:00:00+00:00,0.308375,2022-05-22 08:00:00-07:00,5,8,6,0.34257531057998175,0.16532316,0.33899,1943.0,48.9
2022-05-22 16:00:00+00:00,0.254504,2022-05-22 09:00:00-07:00,5,9,6,0.5219037940866648,0.16532352,0.36632,2000.0,54.0
2022-05-22 17:00:00+00:00,0.195292,2022-05-22 10:00:00-07:00,5,10,6,0.6782607410159973,0.16532388,0.371481,2041.0,57.9
2022-05-22 18:00:00+00:00,0.17479,2022-05-22 11:00:00-07:00,5,11,6,0.8007596039596023,0.16532424,0.396913,2058.0,61.0
2022-05-22 19:00:00+00:00,0.160308,2022-05-22 12:00:00-07:00,5,12,6,0.8810626487940951,0.1653246,0.347552,2066.0,66.0
2022-05-22 20:00:00+00:00,0.135034,2022-05-22 13:00:00-07:00,5,13,6,0.913725981357992,0.16532496,0.345461,2072.0,66.9
2022-05-22 21:00:00+00:00,0.144467,2022-05-22 14:00:00-07:00,5,14,6,0.8965368452329318,0.16532532,0.310694,2076.0,70.0
2022-05-22 22:00:00+00:00,0.181248,2022-05-22 15:00:00-07:00,5,15,6,0.830659649838673,0.16532568,0.295025,2079.0,71.1
2022-05-22 23:00:00+00:00,0.295336,2022-05-22 16:00:00-07:00,5,16,6,0.7205587079911838,0.16532604,0.283843,2117.0,72.0
2022-05-23 00:00:00+00:00,0.358451,2022-05-22 17:00:00-07:00,5,17,6,0.5737128299434895,0.1653264,0.378979,2199.0,73.0
2022-05-23 01:00:00+00:00,0.404805,2022-05-22 18:00:00-07:00,5,18,6,0.40022765238393654,0.16532676,0.426665,2283.0,70.0
2022-05-23 02:00:00+00:00,0.428505,2022-05-22 19:00:00-07:00,5,19,6,0.21308370080009245,0.16532712,0.433559,2337.0,66.0
2022-05-23 03:00:00+00:00,0.43277,2022-05-22 20:00:00-07:00,5,20,6,0.03944457577061786,0.16532748,0.435678,2357.0,62.1
2022-05-23 04:00:00+00:00,0.39495,2022-05-22 21:00:00-07:00,5,21,6,0.0,0.16532784,0.405758,2357.0,60.1
2022-05-23 05:00:00+00:00,0.339658,2022-05-22 22:00:00-07:00,5,22,6,0.0,0.1653282,0.352564,2293.0,57.0
2022-05-23 06:00:00+00:00,0.284923,2022-05-22 23:00:00-07:00,5,23,6,0.0,0.16532856,0.299746,2120.0,55.9
2022-05-23 07:00:00+00:00,0.26518,2022-05-23 00:00:00-07:00,5,0,0,0.0,0.16532892,0.272285,1946.0,53.1
2022-05-23 08:00:00+00:00,0.249187,2022-05-23 01:00:00-07:00,5,1,0,0.0,0.16532928,0.251759,1832.0,52.0
2022-05-23 09:00:00+00:00,0.235522,2022-05-23 02:00:00-07:00,5,2,0,0.0,0.16532964,0.25046,1767.0,50.0
2022-05-23 10:00:00+00:00,0.23138,2022-05-23 03:00:00-07:00,5,3,0,0.0,0.16533,0.253206,1739.0,51.1
2022-05-23 11:00:00+00:00,0.254474,2022-05-23 04:00:00-07:00,5,4,0,0.0,0.16533036,0.275468,1751.0,52.0
2022-05-23 12:00:00+00:00,0.315573,2022-05-23 05:00:00-07:00,5,5,0,0.0,0.16533072,0.323862,1826.0,51.1
2022-05-23 13:00:00+00:00,0.356045,2022-05-23 06:00:00-07:00,5,6,0,0.008158760671040707,0.16533108,0.378801,1984.0,51.1
2022-05-23 14:00:00+00:00,0.353461,2022-05-23 07:00:00-07:00,5,7,0,0.15693631172384057,0.16533144,0.385719,2183.0,52.0
2022-05-23 15:00:00+00:00,0.303601,2022-05-23 08:00:00-07:00,5,8,0,0.34434561656013674,0.1653318,0.311546,2324.0,55.0
2022-05-23 16:00:00+00:00,0.236995,2022-05-23 09:00:00-07:00,5,9,0,0.5233584854536728,0.16533216,0.358402,2346.0,57.9
2022-05-23 17:00:00+00:00,0.256145,2022-05-23 10:00:00-07:00,5,10,0,0.6794469125072179,0.16533252,0.341198,2339.0,61.0
2022-05-23 18:00:00+00:00,0.176532,2022-05-23 11:00:00-07:00,5,11,0,0.8017528845964083,0.16533288,0.31141,2356.0,63.0
2022-05-23 19:00:00+00:00,0.149985,2022-05-23 12:00:00-07:00,5,12,0,0.8819547675810414,0.16533324,0.207643,2360.0,63.0
2022-05-23 20:00:00+00:00,0.162348,2022-05-23 13:00:00-07:00,5,13,0,0.9146167406763651,0.1653336,0.194717,2375.0,66.0
2022-05-23 21:00:00+00:00,0.156115,2022-05-23 14:00:00-07:00,5,14,0,0.8975265413513394,0.16533396,0.224092,2383.0,69.1
2022-05-23 22:00:00+00:00,0.174283,2022-05-23 15:00:00-07:00,5,15,0,0.8318416718653773,0.16533432,0.170283,2381.0,69.1
2022-05-23 23:00:00+00:00,0.234672,2022-05-23 16:00:00-07:00,5,16,0,0.7220124902284556,0.16533468,0.217543,2406.0,70.0
2022-05-24 00:00:00+00:00,0.311321,2022-05-23 17:00:00-07:00,5,17,0,0.5754970379376602,0.16533504,0.300341,2436.0,69.1
2022-05-24 01:00:00+00:00,0.376742,2022-05-23 18:00:00-07:00,5,18,0,0.4023711264929194,0.1653354,0.387375,2478.0,66.9
2022-05-24 02:00:00+00:00,0.40177,2022-05-23 19:00:00-07:00,5,19,0,0.2155482727136628,0.16533576,0.417955,2488.0,68.0
2022-05-24 03:00:00+00:00,0.403229,2022-05-23 20:00:00-07:00,5,20,0,0.041537235450475135,0.16533612,0.424187,2478.0,64.0
2022-05-24 04:00:00+00:00,0.385561,2022-05-23 21:00:00-07:00,5,21,0,0.0,0.16533648,0.396985,2446.0,57.9
2022-05-24 05:00:00+00:00,0.336473,2022-05-23 22:00:00-07:00,5,22,0,0.0,0.16533684,0.35702,2367.0,55.0
2022-05-24 06:00:00+00:00,0.281675,2022-05-23 23:00:00-07:00,5,23,0,0.0,0.1653372,0.299475,2182.0,51.1
2022-05-24 07:00:00+00:00,0.257363,2022-05-24 00:00:00-07:00,5,0,1,0.0,0.16533756,0.283641,2009.0,51.1
2022-05-24 08:00:00+00:00,0.249643,2022-05-24 01:00:00-07:00,5,1,1,0.0,0.16533792,0.277891,1918.0,46.0
2022-05-24 09:00:00+00:00,0.249255,2022-05-24 02:00:00-07:00,5,2,1,0.0,0.16533828,0.280568,1851.0,45.0
2022-05-24 10:00:00+00:00,0.250963,2022-05-24 03:00:00-07:00,5,3,1,0.0,0.16533864,0.289107,1815.0,43.0
2022-05-24 11:00:00+00:00,0.27444,2022-05-24 04:00:00-07:00,5,4,1,0.0,0.165339,0.315734,1826.0,45.0
2022-05-24 12:00:00+00:00,0.330365,2022-05-24 05:00:00-07:00,5,5,1,0.0,0.16533936,0.388874,1902.0,42.1
2022-05-24 13:00:00+00:00,0.387402,2022-05-24 06:00:00-07:00,5,6,1,0.009023739084873611,0.16533972,0.460307,2071.0,43.0
2022-05-24 14:00:00+00:00,0.382287,2022-05-24 07:00:00-07:00,5,7,1,0.15887373322148254,0.16534008,0.464092,2287.0,46.0
2022-05-24 15:00:00+00:00,0.319926,2022-05-24 08:00:00-07:00,5,8,1,0.34601750562626726,0.16534044,0.407146,2400.0,51.1
2022-05-24 16:00:00+00:00,0.301087,2022-05-24 09:00:00-07:00,5,9,1,0.5247241415540099,0.1653408,0.285044,2380.0,55.0
2022-05-24 17:00:00+00:00,0.299718,2022-05-24 10:00:00-07:00,5,10,1,0.6805546726061826,0.16534116,0.23421,2367.0,57.9
2022-05-24 18:00:00+00:00,0.284553,2022-05-24 11:00:00-07:00,5,11,1,0.8026783269764896,0.16534152,0.16228,2385.0,57.9
2022-05-24 19:00:00+00:00,0.249347,2022-05-24 12:00:00-07:00,5,12,1,0.8827887328258903,0.16534188,0.136519,2376.0,60.1
2022-05-24 20:00:00+00:00,0.233415,2022-05-24 13:00:00-07:00,5,13,1,0.9154574499081514,0.16534224,0.157723,2382.0,62.1
2022-05-24 21:00:00+00:00,0.292363,2022-05-24 14:00:00-07:00,5,14,1,0.8984721511170463,0.1653426,0.156931,2390.0,63.0
2022-05-24 22:00:00+00:00,0.310625,2022-05-24 15:00:00-07:00,5,15,1,0.8329830349374511,0.16534296,0.199856,2406.0,64.9
2022-05-24 23:00:00+00:00,0.339277,2022-05-24 16:00:00-07:00,5,16,1,0.723426301656256,0.16534332,0.256386,2435.0,64.9
2022-05-25 00:00:00+00:00,0.348224,2022-05-24 17:00:00-07:00,5,17,1,0.5772392587063592,0.16534368,0.323442,2463.0,64.0
2022-05-25 01:00:00+00:00,0.380584,2022-05-24 18:00:00-07:00,5,18,1,0.4044683267199509,0.16534404,0.393017,2476.0,64.9
2022-05-25 02:00:00+00:00,0.392815,2022-05-24 19:00:00-07:00,5,19,1,0.21796240884233908,0.1653444,0.404852,2474.0,64.0
2022-05-25 03:00:00+00:00,0.386726,2022-05-24 20:00:00-07:00,5,20,1,0.04361790267396046,0.16534476,0.407228,2460.0,63.0
2022-05-25 04:00:00+00:00,0.381531,2022-05-24 21:00:00-07:00,5,21,1,0.0,0.16534512,0.40565,2444.0,60.1
2022-05-25 05:00:00+00:00,0.326377,2022-05-24 22:00:00-07:00,5,22,1,0.0,0.16534548,0.359826,2359.0,59.0
2022-05-25 06:00:00+00:00,0.280558,2022-05-24 23:00:00-07:00,5,23,1,0.0,0.16534584,0.306992,2180.0,57.9
2022-05-25 07:00:00+00:00,0.251664,2022-05-25 00:00:00-07:00,5,0,2,0.0,0.1653462,0.284383,2016.0,57.0
2022-05-25 08:00:00+00:00,0.249533,2022-05-25 01:00:00-07:00,5,1,2,0.0,0.16534656,0.278291,1920.0,55.0
2022-05-25 09:00:00+00:00,0.245446,2022-05-25 02:00:00-07:00,5,2,2,0.0,0.16534692,0.265267,1860.0,55.0
2022-05-25 10:00:00+00:00,0.242231,2022-05-25 03:00:00-07:00,5,3,2,0.0,0.16534728,0.275477,1825.0,54.0
2022-05-25 11:00:00+00:00,0.258129,2022-05-25 04:00:00-07:00,5,4,2,0.0,0.16534764,0.306234,1836.0,55.0
2022-05-25 12:00:00+00:00,0.301137,2022-05-25 05:00:00-07:00,5,5,2,0.0,0.165348,0.370921,1907.0,54.0
2022-05-25 13:00:00+00:00,0.350005,2022-05-25 06:00:00-07:00,5,6,2,0.009892552872349351,0.16534836,0.449514,2063.0,54.0
2022-05-25 14:00:00+00:00,0.374889,2022-05-25 07:00:00-07:00,5,7,2,0.16071059743778643,0.16534872,0.497398,2258.0,55.0
2022-05-25 15:00:00+00:00,0.302683,2022-05-25 08:00:00-07:00,5,8,2,0.3475917535763551,0.16534908,0.483313,2391.0,57.9
2022-05-25 16:00:00+00:00,0.302718,2022-05-25 09:00:00-07:00,5,9,2,0.5260017902005414,0.16534944,0.463593,2423.0,59.0
2022-05-25 17:00:00+00:00,0.208804,2022-05-25 10:00:00-07:00,5,10,2,0.6815851857904015,0.1653498,0.457092,2407.0,61.0
2022-05-25 18:00:00+00:00,0.187165,2022-05-25 11:00:00-07:00,5,11,2,0.8035371365401086,0.16535016,0.455442,2411.0,64.0
2022-05-25 19:00:00+00:00,0.195648,2022-05-25 12:00:00-07:00,5,12,2,0.883565697934145,0.16535052,0.371702,2394.0,66.0
2022-05-25 20:00:00+00:00,0.141676,2022-05-25 13:00:00-07:00,5,13,2,0.9162491225432684,0.16535088,0.263726,2382.0,69.1
2022-05-25 21:00:00+00:00,0.183314,2022-05-25 14:00:00-07:00,5,14,2,0.8993744702240554,0.16535124,0.219163,2388.0,71.1
2022-05-25 22:00:00+00:00,0.209748,2022-05-25 15:00:00-07:00,5,15,2,0.8340842538314003,0.1653516,0.233482,2412.0,72.0
2022-05-25 23:00:00+00:00,0.281753,2022-05-25 16:00:00-07:00,5,16,2,0.724800331408328,0.16535196,0.304509,2441.0,73.0
2022-05-26 00:00:00+00:00,0.315535,2022-05-25 17:00:00-07:00,5,17,2,0.5789393306958996,0.16535232,0.370443,2482.0,73.0
2022-05-26 01:00:00+00:00,0.369467,2022-05-25 18:00:00-07:00,5,18,2,0.4065187287435249,0.16535268,0.397687,2529.0,73.0
2022-05-26 02:00:00+00:00,0.398879,2022-05-25 19:00:00-07:00,5,19,2,0.2203251336654472,0.16535304,0.42477,2536.0,73.9
2022-05-26 03:00:00+00:00,0.398698,2022-05-25 20:00:00-07:00,5,20,2,0.04568215305045151,0.1653534,0.44651,2533.0,66.9
2022-05-26 04:00:00+00:00,0.384972,2022-05-25 21:00:00-07:00,5,21,2,0.0,0.16535376,0.417822,2519.0,61.0
2022-05-26 05:00:00+00:00,0.328708,2022-05-25 22:00:00-07:00,5,22,2,0.0,0.16535412,0.389475,2448.0,61.0
2022-05-26 06:00:00+00:00,0.280616,2022-05-25 23:00:00-07:00,5,23,2,0.0,0.16535448,0.332522,2256.0,57.0
2022-05-26 07:00:00+00:00,0.249781,2022-05-26 00:00:00-07:00,5,0,3,0.0,0.16535484,0.314446,2066.0,60.1
2022-05-26 08:00:00+00:00,0.240511,2022-05-26 01:00:00-07:00,5,1,3,0.0,0.1653552,0.310838,1940.0,57.9
2022-05-26 09:00:00+00:00,0.232366,2022-05-26 02:00:00-07:00,5,2,3,0.0,0.16535556,0.311166,1855.0,55.9
2022-05-26 10:00:00+00:00,0.232345,2022-05-26 03:00:00-07:00,5,3,3,0.0,0.16535592,0.31996,1816.0,57.0
2022-05-26 11:00:00+00:00,0.248986,2022-05-26 04:00:00-07:00,5,4,3,0.0,0.16535628,0.362913,1819.0,54.0
2022-05-26 12:00:00+00:00,0.28727,2022-05-26 05:00:00-07:00,5,5,3,0.0,0.16535664,0.444212,1878.0,54.0
2022-05-26 13:00:00+00:00,0.333707,2022-05-26 06:00:00-07:00,5,6,3,0.010758090621582382,0.165357,0.501578,2015.0,55.0
2022-05-26 14:00:00+00:00,0.365959,2022-05-26 07:00:00-07:00,5,7,3,0.16244707247577558,0.16535736,0.500704,2210.0,57.0
2022-05-26 15:00:00+00:00,0.364134,2022-05-26 08:00:00-07:00,5,8,3,0.3490691716136203,0.16535772,0.424171,2364.0,57.9
2022-05-26 16:00:00+00:00,0.360255,2022-05-26 09:00:00-07:00,5,9,3,0.5271924813939739,0.16535808,0.406356,2417.0,60.1
2022-05-26 17:00:00+00:00,0.279927,2022-05-26 10:00:00-07:00,5,10,3,0.6825396277556033,0.16535844,0.304396,2432.0,62.1
2022-05-26 18:00:00+00:00,0.244861,2022-05-26 11:00:00-07:00,5,11,3,0.8043305198948909,0.1653588,0.225003,2429.0,64.9
2022-05-26 19:00:00+00:00,0.273159,2022-05-26 12:00:00-07:00,5,12,3,0.8842868086982406,0.16535916,0.268604,2436.0,66.9
2022-05-26 20:00:00+00:00,0.299103,2022-05-26 13:00:00-07:00,5,13,3,0.9169927574558561,0.16535952,0.294632,2484.0,69.1
2022-05-26 21:00:00+00:00,0.308145,2022-05-26 14:00:00-07:00,5,14,3,0.9002342749677118,0.16535988,0.220289,2534.0,70.0
2022-05-26 22:00:00+00:00,0.332269,2022-05-26 15:00:00-07:00,5,15,3,0.8351458216734405,0.16536024,0.193721,2522.0,70.0
2022-05-26 23:00:00+00:00,0.353652,2022-05-26 16:00:00-07:00,5,16,3,0.7261347474054223,0.1653606,0.262224,2544.0,71.1
2022-05-27 00:00:00+00:00,0.38391,2022-05-26 17:00:00-07:00,5,17,3,0.5805970743011716,0.16536096,0.348343,2559.0,71.1
2022-05-27 01:00:00+00:00,0.362274,2022-05-26 18:00:00-07:00,5,18,3,0.408521796305147,0.16536132,0.422698,2569.0,66.9
2022-05-27 02:00:00+00:00,0.360839,2022-05-26 19:00:00-07:00,5,19,3,0.22263547429368571,0.16536168,0.426913,2538.0,64.0
2022-05-27 03:00:00+00:00,0.360217,2022-05-26 20:00:00-07:00,5,20,3,0.04772581126417128,0.16536204,0.430387,2486.0,63.0
2022-05-27 04:00:00+00:00,0.354482,2022-05-26 21:00:00-07:00,5,21,3,0.0,0.1653624,0.415208,2456.0,61.0
2022-05-27 05:00:00+00:00,0.32186,2022-05-26 22:00:00-07:00,5,22,3,0.0,0.16536276,0.387726,2396.0,59.0
2022-05-27 06:00:00+00:00,0.269676,2022-05-26 23:00:00-07:00,5,23,3,0.0,0.16536312,0.330095,2229.0,57.9
2022-05-27 07:00:00+00:00,0.239713,2022-05-27 00:00:00-07:00,5,0,4,0.0,0.16536348,0.329657,2053.0,57.9
2022-05-27 08:00:00+00:00,0.231985,2022-05-27 01:00:00-07:00,5,1,4,0.0,0.16536384,0.333214,1927.0,57.0
2022-05-27 09:00:00+00:00,0.219573,2022-05-27 02:00:00-07:00,5,2,4,0.0,0.1653642,0.335763,1842.0,55.0
2022-05-27 10:00:00+00:00,0.22952,2022-05-27 03:00:00-07:00,5,3,4,0.0,0.16536456,0.343932,1794.0,55.0
2022-05-27 11:00:00+00:00,0.236867,2022-05-27 04:00:00-07:00,5,4,4,0.0,0.16536492,0.384939,1790.0,54.0
2022-05-27 12:00:00+00:00,0.283336,2022-05-27 05:00:00-07:00,5,5,4,0.0,0.16536528,0.461708,1847.0,53.1
