utc,value,local,mo,hr,dofw,pv,trend,iso,tmpf
2022-02-05 18:00:00+00:00,0.356674,2022-02-05 12:00:00-06:00,2,12,5,0.7305733266342331,0.1644084,8824.270796,48.0
2022-02-05 19:00:00+00:00,0.331259,2022-02-05 13:00:00-06:00,2,13,5,0.7515729719578876,0.16440876,8164.203569,48.9
2022-02-05 20:00:00+00:00,0.3108,2022-02-05 14:00:00-06:00,2,14,5,0.7034240541259431,0.16440912,7586.992562,52.0
2022-02-05 21:00:00+00:00,0.309993,2022-02-05 15:00:00-06:00,2,15,5,0.5895604480206289,0.16440948,7185.323121,53.1
2022-02-05 22:00:00+00:00,0.327167,2022-02-05 16:00:00-06:00,2,16,5,0.41835839864177143,0.16440984,6942.428485,55.0
2022-02-05 23:00:00+00:00,0.347049,2022-02-05 17:00:00-06:00,2,17,5,0.20444003054723903,0.1644102,6927.29359,54.0
2022-02-06 00:00:00+00:00,0.376671,2022-02-05 18:00:00-06:00,2,18,5,0.006570605532343176,0.16441056,7278.763125,51.1
2022-02-06 01:00:00+00:00,0.428596,2022-02-05 19:00:00-06:00,2,19,5,0.0,0.16441092,8039.217582,46.0
2022-02-06 02:00:00+00:00,0.44479,2022-02-05 20:00:00-06:00,2,20,5,0.0,0.16441128,8533.11313,43.0
2022-02-06 03:00:00+00:00,0.461618,2022-02-05 21:00:00-06:00,2,21,5,0.0,0.16441164,8818.341125,37.0
2022-02-06 04:00:00+00:00,0.472856,2022-02-05 22:00:00-06:00,2,22,5,0.0,0.164412,9020.722349,37.0
2022-02-06 05:00:00+00:00,0.456028,2022-02-05 23:00:00-06:00,2,23,5,0.0,0.16441236,8997.424807,36.0
2022-02-06 06:00:00+00:00,0.450611,2022-02-06 00:00:00-06:00,2,0,6,0.0,0.16441272,8914.274494,36.0
2022-02-06 07:00:00+00:00,0.451879,2022-02-06 01:00:00-06:00,2,1,6,0.0,0.16441308,8845.075622,36.0
2022-02-06 08:00:00+00:00,0.442716,2022-02-06 02:00:00-06:00,2,2,6,0.0,0.16441344,8877.249025,33.1
2022-02-06 09:00:00+00:00,0.43044,2022-02-06 03:00:00-06:00,2,3,6,0.0,0.1644138,8975.640548,32.0
2022-02-06 10:00:00+00:00,0.430613,2022-02-06 04:00:00-06:00,2,4,6,0.0,0.16441416,9119.317787,30.9
2022-02-06 11:00:00+00:00,0.443753,2022-02-06 05:00:00-06:00,2,5,6,0.0,0.16441452,9329.686319,30.0
2022-02-06 12:00:00+00:00,0.458852,2022-02-06 06:00:00-06:00,2,6,6,0.0,0.16441488,9623.962223,30.0
2022-02-06 13:00:00+00:00,0.481904,2022-02-06 07:00:00-06:00,2,7,6,0.0,0.16441524,9986.710626,30.0
2022-02-06 14:00:00+00:00,0.476083,2022-02-06 08:00:00-06:00,2,8,6,0.07155026469027444,0.1644156,10324.088575,32.0
2022-02-06 15:00:00+00:00,0.442485,2022-02-06 09:00:00-06:00,2,9,6,0.2956728214948101,0.16441596,10021.306055,41.0
2022-02-06 16:00:00+00:00,0.397188,2022-02-06 10:00:00-06:00,2,10,6,0.49544066693182853,0.16441632,9206.695347,46.0
2022-02-06 17:00:00+00:00,0.354023,2022-02-06 11:00:00-06:00,2,11,6,0.6455916328576119,0.16441668,8410.249977,52.0
2022-02-06 18:00:00+00:00,0.317946,2022-02-06 12:00:00-06:00,2,12,6,0.7344402240466357,0.16441704,7732.456205,55.9
2022-02-06 19:00:00+00:00,0.309359,2022-02-06 13:00:00-06:00,2,13,6,0.7555723284673183,0.1644174,7161.55161,60.1
2022-02-06 20:00:00+00:00,0.302905,2022-02-06 14:00:00-06:00,2,14,6,0.7074874604252491,0.16441776,6737.660961,62.1
2022-02-06 21:00:00+00:00,0.314892,2022-02-06 15:00:00-06:00,2,15,6,0.5936117108696292,0.16441812,6445.268085,63.0
2022-02-06 22:00:00+00:00,0.333391,2022-02-06 16:00:00-06:00,2,16,6,0.42230751735909094,0.16441848,6303.392069,64.0
2022-02-06 23:00:00+00:00,0.344283,2022-02-06 17:00:00-06:00,2,17,6,0.20811480583431397,0.16441884,6369.794503,64.9
2022-02-07 00:00:00+00:00,0.378631,2022-02-06 18:00:00-06:00,2,18,6,0.007697265473585843,0.1644192,6662.748655,63.0
2022-02-07 01:00:00+00:00,0.427444,2022-02-06 19:00:00-06:00,2,19,6,0.0,0.16441956,7256.723463,54.0
2022-02-07 02:00:00+00:00,0.451245,2022-02-06 20:00:00-06:00,2,20,6,0.0,0.16441992,7609.98329,53.1
2022-02-07 03:00:00+00:00,0.456086,2022-02-06 21:00:00-06:00,2,21,6,0.0,0.16442028,7725.448036,54.0
2022-02-07 04:00:00+00:00,0.425081,2022-02-06 22:00:00-06:00,2,22,6,0.0,0.16442064,7664.899415,52.0
2022-02-07 05:00:00+00:00,0.384451,2022-02-06 23:00:00-06:00,2,23,6,0.0,0.164421,7409.914645,51.1
2022-02-07 06:00:00+00:00,0.356904,2022-02-07 00:00:00-06:00,2,0,0,0.0,0.16442136,7103.341493,50.0
2022-02-07 07:00:00+00:00,0.345781,2022-02-07 01:00:00-06:00,2,1,0,0.0,0.16442172,6891.570757,50.0
2022-02-07 08:00:00+00:00,0.3361,2022-02-07 02:00:00-06:00,2,2,0,0.0,0.16442208,6832.017497,50.0
2022-02-07 09:00:00+00:00,0.324055,2022-02-07 03:00:00-06:00,2,3,0,0.0,0.16442244,6931.888184,48.9
2022-02-07 10:00:00+00:00,0.337367,2022-02-07 04:00:00-06:00,2,4,0,0.0,0.1644228,7101.65703,48.9
2022-02-07 11:00:00+00:00,0.356962,2022-02-07 05:00:00-06:00,2,5,0,0.0,0.16442316,7415.821609,48.9
2022-02-07 12:00:00+00:00,0.399493,2022-02-07 06:00:00-06:00,2,6,0,0.0,0.16442352,7998.114255,46.9
2022-02-07 13:00:00+00:00,0.46254,2022-02-07 07:00:00-06:00,2,7,0,0.0,0.16442388,8852.010779,46.0
2022-02-07 14:00:00+00:00,0.454876,2022-02-07 08:00:00-06:00,2,8,0,0.07401898050299754,0.16442424,9257.279601,46.9
2022-02-07 15:00:00+00:00,0.388889,2022-02-07 09:00:00-06:00,2,9,0,0.29887435729285367,0.1644246,8938.415975,50.0
2022-02-07 16:00:00+00:00,0.352063,2022-02-07 10:00:00-06:00,2,10,0,0.49894526936459327,0.16442496,8396.592845,55.0
2022-02-07 17:00:00+00:00,0.29743,2022-02-07 11:00:00-06:00,2,11,0,0.6493279133925831,0.16442532,7857.876227,59.0
2022-02-07 18:00:00+00:00,0.282676,2022-02-07 12:00:00-06:00,2,12,0,0.738353528729021,0.16442568,7376.10365,62.1
2022-02-07 19:00:00+00:00,0.262852,2022-02-07 13:00:00-06:00,2,13,0,0.7596028130898458,0.16442604,6900.677147,64.0
2022-02-07 20:00:00+00:00,0.263658,2022-02-07 14:00:00-06:00,2,14,0,0.7115682061870263,0.1644264,6570.286445,66.0
2022-02-07 21:00:00+00:00,0.281812,2022-02-07 15:00:00-06:00,2,15,0,0.5976690330063187,0.16442676,6427.888383,66.9
2022-02-07 22:00:00+00:00,0.314142,2022-02-07 16:00:00-06:00,2,16,0,0.4262550163629114,0.16442712,6403.45422,66.0
2022-02-07 23:00:00+00:00,0.344456,2022-02-07 17:00:00-06:00,2,17,0,0.21178749815540443,0.16442748,6503.053816,66.0
2022-02-08 00:00:00+00:00,0.391943,2022-02-07 18:00:00-06:00,2,18,0,0.00892752377984777,0.16442784,6837.642306,63.0
2022-02-08 01:00:00+00:00,0.427155,2022-02-07 19:00:00-06:00,2,19,0,0.0,0.1644282,7426.369886,59.0
2022-02-08 02:00:00+00:00,0.419433,2022-02-07 20:00:00-06:00,2,20,0,0.0,0.16442856,7725.742543,57.0
2022-02-08 03:00:00+00:00,0.406927,2022-02-07 21:00:00-06:00,2,21,0,0.0,0.16442892,7815.985374,53.1
2022-02-08 04:00:00+00:00,0.400991,2022-02-07 22:00:00-06:00,2,22,0,0.0,0.16442928,7758.958703,53.1
2022-02-08 05:00:00+00:00,0.392577,2022-02-07 23:00:00-06:00,2,23,0,0.0,0.16442964,7513.723455,48.0
2022-02-08 06:00:00+00:00,0.367739,2022-02-08 00:00:00-06:00,2,0,1,0.0,0.16443,7185.764688,42.1
2022-02-08 07:00:00+00:00,0.363532,2022-02-08 01:00:00-06:00,2,1,1,0.0,0.16443036,7159.172585,41.0
2022-02-08 08:00:00+00:00,0.345839,2022-02-08 02:00:00-06:00,2,2,1,0.0,0.16443072,7239.568947,39.0
2022-02-08 09:00:00+00:00,0.345263,2022-02-08 03:00:00-06:00,2,3,1,0.0,0.16443108,7416.545052,37.9
2022-02-08 10:00:00+00:00,0.363128,2022-02-08 04:00:00-06:00,2,4,1,0.0,0.16443144,7676.787843,37.0
2022-02-08 11:00:00+00:00,0.392635,2022-02-08 05:00:00-06:00,2,5,1,0.0,0.1644318,8069.072989,35.1
2022-02-08 12:00:00+00:00,0.435166,2022-02-08 06:00:00-06:00,2,6,1,0.0,0.16443216,8695.01959,35.1
2022-02-08 13:00:00+00:00,0.49879,2022-02-08 07:00:00-06:00,2,7,1,0.0,0.16443252,9622.871258,34.0
2022-02-08 14:00:00+00:00,0.456259,2022-02-08 08:00:00-06:00,2,8,1,0.07658894571548952,0.16443288,10010.626094,36.0
2022-02-08 15:00:00+00:00,0.412633,2022-02-08 09:00:00-06:00,2,9,1,0.302164134692175,0.16443324,9413.204488,46.9
2022-02-08 16:00:00+00:00,0.349009,2022-02-08 10:00:00-06:00,2,10,1,0.5025248176046156,0.1644336,8444.835932,55.9
2022-02-08 17:00:00+00:00,0.307573,2022-02-08 11:00:00-06:00,2,11,1,0.653123933571343,0.16443396,7626.627266,60.1
2022-02-08 18:00:00+00:00,0.283714,2022-02-08 12:00:00-06:00,2,12,1,0.7423107009195545,0.16443432,7082.276779,63.0
2022-02-08 19:00:00+00:00,0.276971,2022-02-08 13:00:00-06:00,2,13,1,0.7636617982812527,0.16443468,6637.766165,66.9
2022-02-08 20:00:00+00:00,0.266713,2022-02-08 14:00:00-06:00,2,14,1,0.7156636897796215,0.16443504,6366.552533,69.1
2022-02-08 21:00:00+00:00,0.268442,2022-02-08 15:00:00-06:00,2,15,1,0.6017299493081351,0.1644354,6176.91315,69.1
2022-02-08 22:00:00+00:00,0.269421,2022-02-08 16:00:00-06:00,2,16,1,0.4301986632304398,0.16443576,6093.093639,69.1
2022-02-08 23:00:00+00:00,0.307342,2022-02-08 17:00:00-06:00,2,17,1,0.21545607827387267,0.16443612,6236.154095,69.1
2022-02-09 00:00:00+00:00,0.355463,2022-02-08 18:00:00-06:00,2,18,1,0.010258938824226566,0.16443648,6487.260556,66.0
2022-02-09 01:00:00+00:00,0.39275,2022-02-08 19:00:00-06:00,2,19,1,0.0,0.16443684,6982.048499,59.0
2022-02-09 02:00:00+00:00,0.429461,2022-02-08 20:00:00-06:00,2,20,1,0.0,0.1644372,7259.572103,55.0
2022-02-09 03:00:00+00:00,0.411422,2022-02-08 21:00:00-06:00,2,21,1,0.0,0.16443756,7320.774155,50.0
2022-02-09 04:00:00+00:00,0.397937,2022-02-08 22:00:00-06:00,2,22,1,0.0,0.16443792,7217.083076,48.0
2022-02-09 05:00:00+00:00,0.370447,2022-02-08 23:00:00-06:00,2,23,1,0.0,0.16443828,6983.849755,48.0
2022-02-09 06:00:00+00:00,0.342151,2022-02-09 00:00:00-06:00,2,0,2,0.0,0.16443864,6733.931927,45.0
2022-02-09 07:00:00+00:00,0.333564,2022-02-09 01:00:00-06:00,2,1,2,0.0,0.164439,6582.59702,42.1
2022-02-09 08:00:00+00:00,0.326994,2022-02-09 02:00:00-06:00,2,2,2,0.0,0.16443936,6592.21776,41.0
2022-02-09 09:00:00+00:00,0.324343,2022-02-09 03:00:00-06:00,2,3,2,0.0,0.16443972,6706.167755,37.0
2022-02-09 10:00:00+00:00,0.335408,2022-02-09 04:00:00-06:00,2,4,2,0.0,0.16444008,6897.06532,39.0
2022-02-09 11:00:00+00:00,0.383011,2022-02-09 05:00:00-06:00,2,5,2,0.0,0.16444044,7242.292586,36.0
2022-02-09 12:00:00+00:00,0.432918,2022-02-09 06:00:00-06:00,2,6,2,0.0,0.1644408,7829.319453,37.9
2022-02-09 13:00:00+00:00,0.432457,2022-02-09 07:00:00-06:00,2,7,2,0.0,0.16444116,8617.822786,36.0
2022-02-09 14:00:00+00:00,0.455106,2022-02-09 08:00:00-06:00,2,8,2,0.07925999835446751,0.16444152,8949.382726,36.0
2022-02-09 15:00:00+00:00,0.379322,2022-02-09 09:00:00-06:00,2,9,2,0.3055405003942633,0.16444188,8474.44233,48.9
2022-02-09 16:00:00+00:00,0.338347,2022-02-09 10:00:00-06:00,2,10,2,0.5061772092769815,0.16444224,7740.21714,57.9
2022-02-09 17:00:00+00:00,0.283483,2022-02-09 11:00:00-06:00,2,11,2,0.6569772972733992,0.1644426,7117.680246,62.1
2022-02-09 18:00:00+00:00,0.25899,2022-02-09 12:00:00-06:00,2,12,2,0.746309162671336,0.16444296,6641.327006,68.0
2022-02-09 19:00:00+00:00,0.246773,2022-02-09 13:00:00-06:00,2,13,2,0.7677466362432844,0.16444332,6318.370156,71.1
2022-02-09 20:00:00+00:00,0.261641,2022-02-09 14:00:00-06:00,2,14,2,0.7197713066919977,0.16444368,6127.59558,73.0
2022-02-09 21:00:00+00:00,0.268442,2022-02-09 15:00:00-06:00,2,15,2,0.6057920072743233,0.16444404,6055.729073,75.0
2022-02-09 22:00:00+00:00,0.28965,2022-02-09 16:00:00-06:00,2,16,2,0.43413625039165915,0.1644444,6110.081758,75.9
2022-02-09 23:00:00+00:00,0.319329,2022-02-09 17:00:00-06:00,2,17,2,0.21911855224253793,0.16444476,6224.319173,73.9
2022-02-10 00:00:00+00:00,0.373329,2022-02-09 18:00:00-06:00,2,18,2,0.011688193014173833,0.16444512,6433.637405,71.1
2022-02-10 01:00:00+00:00,0.407158,2022-02-09 19:00:00-06:00,2,19,2,0.0,0.16444548,6779.16978,64.0
2022-02-10 02:00:00+00:00,0.417301,2022-02-09 20:00:00-06:00,2,20,2,0.0,0.16444584,6938.346214,60.1
2022-02-10 03:00:00+00:00,0.387909,2022-02-09 21:00:00-06:00,2,21,2,0.0,0.1644462,6877.384789,55.0
2022-02-10 04:00:00+00:00,0.380878,2022-02-09 22:00:00-06:00,2,22,2,0.0,0.16444656,6733.356027,51.1
2022-02-10 05:00:00+00:00,0.343303,2022-02-09 23:00:00-06:00,2,23,2,0.0,0.16444692,6407.251964,53.1
2022-02-10 06:00:00+00:00,0.327052,2022-02-10 00:00:00-06:00,2,0,3,0.0,0.16444728,6139.951922,53.1
2022-02-10 07:00:00+00:00,0.305325,2022-02-10 01:00:00-06:00,2,1,3,0.0,0.16444764,5968.142685,46.9
2022-02-10 08:00:00+00:00,0.298352,2022-02-10 02:00:00-06:00,2,2,3,0.0,0.164448,5969.257097,46.0
2022-02-10 09:00:00+00:00,0.304633,2022-02-10 03:00:00-06:00,2,3,3,0.0,0.16444836,6073.278751,44.1
2022-02-10 10:00:00+00:00,0.311837,2022-02-10 04:00:00-06:00,2,4,3,0.0,0.16444872,6235.730372,44.1
2022-02-10 11:00:00+00:00,0.345839,2022-02-10 05:00:00-06:00,2,5,3,0.0,0.16444908,6514.71988,43.0
2022-02-10 12:00:00+00:00,0.380302,2022-02-10 06:00:00-06:00,2,6,3,0.0,0.16444944,7153.236734,43.0
2022-02-10 13:00:00+00:00,0.431247,2022-02-10 07:00:00-06:00,2,7,3,0.0,0.1644498,8039.640861,43.0
2022-02-10 14:00:00+00:00,0.414477,2022-02-10 08:00:00-06:00,2,8,3,0.08203180382370977,0.16445016,8435.408141,46.0
2022-02-10 15:00:00+00:00,0.364223,2022-02-10 09:00:00-06:00,2,9,3,0.30900171543739446,0.16445052,8132.734888,57.0
2022-02-10 16:00:00+00:00,0.3176,2022-02-10 10:00:00-06:00,2,10,3,0.509900272097676,0.16445088,7513.443457,61.0
2022-02-10 17:00:00+00:00,0.289361,2022-02-10 11:00:00-06:00,2,11,3,0.6608855546827991,0.16445124,6955.468334,66.0
2022-02-10 18:00:00+00:00,0.276913,2022-02-10 12:00:00-06:00,2,12,3,0.7503463000710495,0.1644516,6566.059924,70.0
2022-02-10 19:00:00+00:00,0.25974,2022-02-10 13:00:00-06:00,2,13,3,0.7718546614745521,0.16445196,6349.425327,72.0
2022-02-10 20:00:00+00:00,0.263485,2022-02-10 14:00:00-06:00,2,14,3,0.7238884522588674,0.16445232,6206.840319,75.0
2022-02-10 21:00:00+00:00,0.256051,2022-02-10 15:00:00-06:00,2,15,3,0.6098527697693572,0.16445268,6208.706636,75.0
2022-02-10 22:00:00+00:00,0.284578,2022-02-10 16:00:00-06:00,2,16,3,0.4380655977768492,0.16445304,6218.449943,75.9
2022-02-10 23:00:00+00:00,0.308783,2022-02-10 17:00:00-06:00,2,17,3,0.2227729639888182,0.1644534,6336.744701,73.9
2022-02-11 00:00:00+00:00,0.373963,2022-02-10 18:00:00-06:00,2,18,3,0.013211263465612282,0.16445376,6512.089202,71.1
2022-02-11 01:00:00+00:00,0.40053,2022-02-10 19:00:00-06:00,2,19,3,0.0,0.16445412,6810.374395,64.0
2022-02-11 02:00:00+00:00,0.42266,2022-02-10 20:00:00-06:00,2,20,3,0.0,0.16445448,6928.003025,60.1
2022-02-11 03:00:00+00:00,0.406351,2022-02-10 21:00:00-06:00,2,21,3,0.0,0.16445484,6810.815504,59.0
2022-02-11 04:00:00+00:00,0.393096,2022-02-10 22:00:00-06:00,2,22,3,0.0,0.1644552,6628.996402,54.0
2022-02-11 05:00:00+00:00,0.362148,2022-02-10 23:00:00-06:00,2,23,3,0.0,0.16445556,6311.450059,53.1
2022-02-11 06:00:00+00:00,0.319387,2022-02-11 00:00:00-06:00,2,0,4,0.0,0.16445592,5993.64181,54.0
2022-02-11 07:00:00+00:00,0.273571,2022-02-11 01:00:00-06:00,2,1,4,0.0,0.16445628,5641.737826,54.0
2022-02-11 08:00:00+00:00,0.267808,2022-02-11 02:00:00-06:00,2,2,4,0.0,0.16445664,5621.416796,51.1
2022-02-11 09:00:00+00:00,0.266194,2022-02-11 03:00:00-06:00,2,3,4,0.0,0.164457,5652.280754,48.0
2022-02-11 10:00:00+00:00,0.286999,2022-02-11 04:00:00-06:00,2,4,4,0.0,0.16445736,5775.751612,46.0
2022-02-11 11:00:00+00:00,0.329818,2022-02-11 05:00:00-06:00,2,5,4,0.0,0.16445772,6050.557188,44.1
2022-02-11 12:00:00+00:00,0.388485,2022-02-11 06:00:00-06:00,2,6,4,0.0,0.16445808,6586.484913,43.0
2022-02-11 13:00:00+00:00,0.424504,2022-02-11 07:00:00-06:00,2,7,4,0.0,0.16445844,7393.116281,42.1
2022-02-11 14:00:00+00:00,0.400127,2022-02-11 08:00:00-06:00,2,8,4,0.08490385307473428,0.1644588,7761.787255,45.0
2022-02-11 15:00:00+00:00,0.359613,2022-02-11 09:00:00-06:00,2,9,4,0.31254595555599507,0.16445916,7449.070441,55.0
2022-02-11 16:00:00+00:00,0.299447,2022-02-11 10:00:00-06:00,2,10,4,0.5136917651274067,0.16445952,6964.36233,62.1
2022-02-11 17:00:00+00:00,0.273513,2022-02-11 11:00:00-06:00,2,11,4,0.6648462041542532,0.16445988,6554.583593,68.0
2022-02-11 18:00:00+00:00,0.255994,2022-02-11 12:00:00-06:00,2,12,4,0.7544194655626257,0.16446024,6269.806157,73.0
2022-02-11 19:00:00+00:00,0.270401,2022-02-11 13:00:00-06:00,2,13,4,0.7759831933994897,0.1644606,6120.401952,75.0
2022-02-11 20:00:00+00:00,0.265964,2022-02-11 14:00:00-06:00,2,14,4,0.728012524434586,0.16446096,6053.244754,79.0
2022-02-11 21:00:00+00:00,0.283483,2022-02-11 15:00:00-06:00,2,15,4,0.613909817784934,0.16446132,6051.682623,79.0
2022-02-11 22:00:00+00:00,0.29887,2022-02-11 16:00:00-06:00,2,16,4,0.4419845554512596,0.16446168,6099.120172,80.1
2022-02-11 23:00:00+00:00,0.334083,2022-02-11 17:00:00-06:00,2,17,4,0.22641739782905126,0.16446204,6228.279482,80.1
2022-02-12 00:00:00+00:00,0.380648,2022-02-11 18:00:00-06:00,2,18,4,0.01482358410485451,0.1644624,6359.571413,77.0
2022-02-12 01:00:00+00:00,0.390042,2022-02-11 19:00:00-06:00,2,19,4,0.0,0.16446276,6526.612613,70.0
2022-02-12 02:00:00+00:00,0.381109,2022-02-11 20:00:00-06:00,2,20,4,0.0,0.16446312,6514.647474,64.0
2022-02-12 03:00:00+00:00,0.36042,2022-02-11 21:00:00-06:00,2,21,4,0.0,0.16446348,6376.12241,64.0
2022-02-12 04:00:00+00:00,0.366989,2022-02-11 22:00:00-06:00,2,22,4,0.0,0.16446384,6211.339071,64.0
2022-02-12 05:00:00+00:00,0.32734,2022-02-11 23:00:00-06:00,2,23,4,0.0,0.1644642,5946.250426,63.0
2022-02-12 06:00:00+00:00,0.309878,2022-02-12 00:00:00-06:00,2,0,5,0.0,0.16446456,5622.847779,60.1
2022-02-12 07:00:00+00:00,0.283714,2022-02-12 01:00:00-06:00,2,1,5,0.0,0.16446492,5311.376546,57.9
2022-02-12 08:00:00+00:00,0.273398,2022-02-12 02:00:00-06:00,2,2,5,0.0,0.16446528,5160.753179,55.0
2022-02-12 09:00:00+00:00,0.271727,2022-02-12 03:00:00-06:00,2,3,5,0.0,0.16446564,5125.223735,54.0
2022-02-12 10:00:00+00:00,0.268499,2022-02-12 04:00:00-06:00,2,4,5,0.0,0.164466,5121.728908,55.0
2022-02-12 11:00:00+00:00,0.249769,2022-02-12 05:00:00-06:00,2,5,5,0.0,0.16446636,5145.661775,55.9
2022-02-12 12:00:00+00:00,0.260316,2022-02-12 06:00:00-06:00,2,6,5,0.0,0.16446672,5303.833345,59.0
2022-02-12 13:00:00+00:00,0.277547,2022-02-12 07:00:00-06:00,2,7,5,0.0,0.16446708,5562.467478,57.9
2022-02-12 14:00:00+00:00,0.324458,2022-02-12 08:00:00-06:00,2,8,5,0.08787546188329642,0.16446744,6016.371187,59.0
2022-02-12 15:00:00+00:00,0.342727,2022-02-12 09:00:00-06:00,2,9,5,0.3161713117342677,0.1644678,6460.670364,57.9
2022-02-12 16:00:00+00:00,0.351429,2022-02-12 10:00:00-06:00,2,10,5,0.5175493801770981,0.16446816,6843.13207,59.0
2022-02-12 17:00:00+00:00,0.333391,2022-02-12 11:00:00-06:00,2,11,5,0.6688566942079949,0.16446852,6985.428497,61.0
2022-02-12 18:00:00+00:00,0.359267,2022-02-12 12:00:00-06:00,2,12,5,0.7585259803744411,0.16446888,6954.338927,64.0
2022-02-12 19:00:00+00:00,0.310915,2022-02-12 13:00:00-06:00,2,13,5,0.7801295390722727,0.16446924,7042.956385,60.1
2022-02-12 20:00:00+00:00,0.305556,2022-02-12 14:00:00-06:00,2,14,5,0.73214092661124,0.1644696,7091.552817,57.0
2022-02-12 21:00:00+00:00,0.273917,2022-02-12 15:00:00-06:00,2,15,5,0.6179607532149001,0.16446996,6920.751903,57.9
2022-02-12 22:00:00+00:00,0.284002,2022-02-12 16:00:00-06:00,2,16,5,0.44589100623036915,0.16447032,6768.490135,57.9
2022-02-12 23:00:00+00:00,0.350334,2022-02-12 17:00:00-06:00,2,17,5,0.23004998090795062,0.16447068,6795.271522,57.0
2022-02-13 00:00:00+00:00,0.376268,2022-02-12 18:00:00-06:00,2,18,5,0.01652019363068443,0.16447104,7068.181745,55.0
2022-02-13 01:00:00+00:00,0.421219,2022-02-12 19:00:00-06:00,2,19,5,0.0,0.1644714,7599.913779,53.1
2022-02-13 02:00:00+00:00,0.432112,2022-02-12 20:00:00-06:00,2,20,5,0.0,0.16447176,7884.183093,50.0
2022-02-13 03:00:00+00:00,0.435396,2022-02-12 21:00:00-06:00,2,21,5,0.0,0.16447212,7980.278987,48.9
2022-02-13 04:00:00+00:00,0.436549,2022-02-12 22:00:00-06:00,2,22,5,0.0,0.16447248,8011.857267,46.9
2022-02-13 05:00:00+00:00,0.404852,2022-02-12 23:00:00-06:00,2,23,5,0.0,0.16447284,7942.236137,46.0
2022-02-13 06:00:00+00:00,0.380705,2022-02-13 00:00:00-06:00,2,0,6,0.0,0.1644732,7839.406049,44.1
2022-02-13 07:00:00+00:00,0.359094,2022-02-13 01:00:00-06:00,2,1,6,0.0,0.16447356,7772.820513,42.1
2022-02-13 08:00:00+00:00,0.370447,2022-02-13 02:00:00-06:00,2,2,6,0.0,0.16447392,7806.684241,41.0
2022-02-13 09:00:00+00:00,0.363416,2022-02-13 03:00:00-06:00,2,3,6,0.0,0.16447428,7865.934552,39.0
2022-02-13 10:00:00+00:00,0.386526,2022-02-13 04:00:00-06:00,2,4,6,0.0,0.16447464,7995.188962,33.1
2022-02-13 11:00:00+00:00,0.39811,2022-02-13 05:00:00-06:00,2,5,6,0.0,0.164475,8186.761538,30.0
2022-02-13 12:00:00+00:00,0.421738,2022-02-13 06:00:00-06:00,2,6,6,0.0,0.16447536,8492.430058,32.0
2022-02-13 13:00:00+00:00,0.447153,2022-02-13 07:00:00-06:00,2,7,6,0.0,0.16447572,8910.426967,30.0
2022-02-13 14:00:00+00:00,0.443465,2022-02-13 08:00:00-06:00,2,8,6,0.09094577116284745,0.16447608,9275.109284,34.0
2022-02-13 15:00:00+00:00,0.392923,2022-02-13 09:00:00-06:00,2,9,6,0.3198757909575499,0.16447644,9005.708453,44.1
2022-02-13 16:00:00+00:00,0.351141,2022-02-13 10:00:00-06:00,2,10,6,0.5214707433668847,0.1644768,8355.731096,51.1
2022-02-13 17:00:00+00:00,0.324689,2022-02-13 11:00:00-06:00,2,11,6,0.6729144256534445,0.16447716,7647.780492,55.0
2022-02-13 18:00:00+00:00,0.336561,2022-02-13 12:00:00-06:00,2,12,6,0.762663137048193,0.16447752,7045.160714,59.0
2022-02-13 19:00:00+00:00,0.302962,2022-02-13 13:00:00-06:00,2,13,6,0.7842909959520199,0.16447788,6611.149128,62.1
2022-02-13 20:00:00+00:00,0.314027,2022-02-13 14:00:00-06:00,2,14,6,0.7362710704758092,0.16447824,6302.777984,66.0
2022-02-13 21:00:00+00:00,0.311088,2022-02-13 15:00:00-06:00,2,15,6,0.6220032016367386,0.1644786,6069.066537,66.9
2022-02-13 22:00:00+00:00,0.337598,2022-02-13 16:00:00-06:00,2,16,6,0.4497828682689563,0.16447896,6021.523922,66.9
2022-02-13 23:00:00+00:00,0.370793,2022-02-13 17:00:00-06:00,2,17,6,0.23366888555889984,0.16447932,6116.094253,66.0
2022-02-14 00:00:00+00:00,0.373732,2022-02-13 18:00:00-06:00,2,18,6,0.018295866265413484,0.16447968,6213.183536,64.0
2022-02-14 01:00:00+00:00,0.396381,2022-02-13 19:00:00-06:00,2,19,6,0.0,0.16448004,6467.394297,57.9
2022-02-14 02:00:00+00:00,0.409348,2022-02-13 20:00:00-06:00,2,20,6,0.0,0.1644804,6664.672514,54.0
2022-02-14 03:00:00+00:00,0.415456,2022-02-13 21:00:00-06:00,2,21,6,0.0,0.16448076,6786.505524,52.0
2022-02-14 04:00:00+00:00,0.423986,2022-02-13 22:00:00-06:00,2,22,6,0.0,0.16448112,6947.140284,46.9
2022-02-14 05:00:00+00:00,0.386007,2022-02-13 23:00:00-06:00,2,23,6,0.0,0.16448148,6832.233007,45.0
2022-02-14 06:00:00+00:00,0.352294,2022-02-14 00:00:00-06:00,2,0,0,0.0,0.16448184,6623.675768,43.0
2022-02-14 07:00:00+00:00,0.335062,2022-02-14 01:00:00-06:00,2,1,0,0.0,0.1644822,6491.701821,41.0
2022-02-14 08:00:00+00:00,0.336157,2022-02-14 02:00:00-06:00,2,2,0,0.0,0.16448256,6515.959991,37.0
