utc,value,local,mo,hr,dofw,pv,trend,tmpf
2022-04-07 09:00:00+00:00,0.155172,2022-04-07 05:00:00-04:00,4,5,3,0.0,0.1649322,73.6
2022-04-07 10:00:00+00:00,0.137931,2022-04-07 06:00:00-04:00,4,6,3,0.0,0.16493256,72.9
2022-04-07 11:00:00+00:00,0.172414,2022-04-07 07:00:00-04:00,4,7,3,0.0,0.16493292,69.6
2022-04-07 12:00:00+00:00,0.206897,2022-04-07 08:00:00-04:00,4,8,3,0.06626746927852334,0.16493328,66.6
2022-04-07 13:00:00+00:00,0.258621,2022-04-07 09:00:00-04:00,4,9,3,0.303698095199935,0.16493364,64.2
2022-04-07 14:00:00+00:00,0.206897,2022-04-07 10:00:00-04:00,4,10,3,0.5308829629312268,0.164934,66.0
2022-04-07 15:00:00+00:00,0.103448,2022-04-07 11:00:00-04:00,4,11,3,0.7212478997783057,0.16493436,68.0
2022-04-07 16:00:00+00:00,-0.068966,2022-04-07 12:00:00-04:00,4,12,3,0.8608998419380877,0.16493472,70.0
2022-04-07 17:00:00+00:00,-0.172414,2022-04-07 13:00:00-04:00,4,13,3,0.9401542725515779,0.16493508,72.0
2022-04-07 18:00:00+00:00,-0.258621,2022-04-07 14:00:00-04:00,4,14,3,0.9535699924368689,0.16493544,73.4
2022-04-07 19:00:00+00:00,-0.258621,2022-04-07 15:00:00-04:00,4,15,3,0.9002280456821461,0.1649358,74.3
2022-04-07 20:00:00+00:00,-0.258621,2022-04-07 16:00:00-04:00,4,16,3,0.7837855164201533,0.16493616,75.2
2022-04-07 21:00:00+00:00,-0.206897,2022-04-07 17:00:00-04:00,4,17,3,0.6122711664492736,0.16493652,75.4
2022-04-07 22:00:00+00:00,-0.172414,2022-04-07 18:00:00-04:00,4,18,3,0.3978137250707051,0.16493688,75.2
2022-04-07 23:00:00+00:00,-0.086207,2022-04-07 19:00:00-04:00,4,19,3,0.1585377120845649,0.16493724,73.2
2022-04-08 00:00:00+00:00,0.051724,2022-04-07 20:00:00-04:00,4,20,3,0.0,0.1649376,68.4
2022-04-08 01:00:00+00:00,0.155172,2022-04-07 21:00:00-04:00,4,21,3,0.0,0.16493796,62.8
2022-04-08 02:00:00+00:00,0.189655,2022-04-07 22:00:00-04:00,4,22,3,0.0,0.16493832,59.4
2022-04-08 03:00:00+00:00,0.189655,2022-04-07 23:00:00-04:00,4,23,3,0.0,0.16493868,57.9
2022-04-08 04:00:00+00:00,0.172414,2022-04-08 00:00:00-04:00,4,0,4,0.0,0.16493904,58.5
2022-04-08 05:00:00+00:00,0.137931,2022-04-08 01:00:00-04:00,4,1,4,0.0,0.1649394,58.3
2022-04-08 06:00:00+00:00,0.137931,2022-04-08 02:00:00-04:00,4,2,4,0.0,0.16493976,56.8
2022-04-08 07:00:00+00:00,0.12069,2022-04-08 03:00:00-04:00,4,3,4,0.0,0.16494012,52.5
2022-04-08 08:00:00+00:00,0.103448,2022-04-08 04:00:00-04:00,4,4,4,0.0,0.16494048,51.6
2022-04-08 09:00:00+00:00,0.103448,2022-04-08 05:00:00-04:00,4,5,4,0.0,0.16494084,50.0
2022-04-08 10:00:00+00:00,0.12069,2022-04-08 06:00:00-04:00,4,6,4,0.0,0.1649412,49.1
2022-04-08 11:00:00+00:00,0.155172,2022-04-08 07:00:00-04:00,4,7,4,0.0,0.16494156,48.6
2022-04-08 12:00:00+00:00,0.189655,2022-04-08 08:00:00-04:00,4,8,4,0.07044937261251419,0.16494192,49.8
2022-04-08 13:00:00+00:00,0.224138,2022-04-08 09:00:00-04:00,4,9,4,0.3081914005063766,0.16494228,53.4
2022-04-08 14:00:00+00:00,0.155172,2022-04-08 10:00:00-04:00,4,10,4,0.5348804261521822,0.16494264,59.2
2022-04-08 16:00:00+00:00,-0.12069,2022-04-08 12:00:00-04:00,4,12,4,0.8638106584472588,0.16494336,64.9
2022-04-08 17:00:00+00:00,-0.241379,2022-04-08 13:00:00-04:00,4,13,4,0.9426034477790186,0.16494372,66.2
2022-04-08 18:00:00+00:00,-0.344828,2022-04-08 14:00:00-04:00,4,14,4,0.9556614881437826,0.16494408,67.6
2022-04-08 19:00:00+00:00,-0.37931,2022-04-08 15:00:00-04:00,4,15,4,0.902090661256572,0.16494444,70.0
2022-04-08 20:00:00+00:00,-0.37931,2022-04-08 16:00:00-04:00,4,16,4,0.7855622868478722,0.1649448,71.1
2022-04-08 21:00:00+00:00,-0.327586,2022-04-08 17:00:00-04:00,4,17,4,0.6141065021788952,0.16494516,71.1
2022-04-08 22:00:00+00:00,-0.258621,2022-04-08 18:00:00-04:00,4,18,4,0.39983302079115396,0.16494552,69.6
2022-04-08 23:00:00+00:00,-0.12069,2022-04-08 19:00:00-04:00,4,19,4,0.16074861637101,0.16494588,67.5
2022-04-09 00:00:00+00:00,0.051724,2022-04-08 20:00:00-04:00,4,20,4,0.0,0.16494624,64.0
2022-04-09 01:00:00+00:00,0.137931,2022-04-08 21:00:00-04:00,4,21,4,0.0,0.1649466,61.3
2022-04-09 02:00:00+00:00,0.172414,2022-04-08 22:00:00-04:00,4,22,4,0.0,0.16494696,60.6
2022-04-09 03:00:00+00:00,0.189655,2022-04-08 23:00:00-04:00,4,23,4,0.0,0.16494732,57.9
2022-04-09 04:00:00+00:00,0.172414,2022-04-09 00:00:00-04:00,4,0,5,0.0,0.16494768,54.9
2022-04-09 05:00:00+00:00,0.172414,2022-04-09 01:00:00-04:00,4,1,5,0.0,0.16494804,53.4
2022-04-09 06:00:00+00:00,0.155172,2022-04-09 02:00:00-04:00,4,2,5,0.0,0.1649484,51.8
2022-04-09 07:00:00+00:00,0.137931,2022-04-09 03:00:00-04:00,4,3,5,0.0,0.16494876,49.5
2022-04-09 08:00:00+00:00,0.155172,2022-04-09 04:00:00-04:00,4,4,5,0.0,0.16494912,45.9
2022-04-09 09:00:00+00:00,0.155172,2022-04-09 05:00:00-04:00,4,5,5,0.0,0.16494948,45.9
2022-04-09 10:00:00+00:00,0.155172,2022-04-09 06:00:00-04:00,4,6,5,0.0,0.16494984,44.1
2022-04-09 11:00:00+00:00,0.155172,2022-04-09 07:00:00-04:00,4,7,5,0.0,0.1649502,43.3
2022-04-09 12:00:00+00:00,0.172414,2022-04-09 08:00:00-04:00,4,8,5,0.07463977644789804,0.16495056,44.2
2022-04-09 13:00:00+00:00,0.189655,2022-04-09 09:00:00-04:00,4,9,5,0.3126218052091441,0.16495092,48.7
2022-04-09 14:00:00+00:00,0.103448,2022-04-09 10:00:00-04:00,4,10,5,0.5388053204215519,0.16495128,52.2
2022-04-09 15:00:00+00:00,-0.034483,2022-04-09 11:00:00-04:00,4,11,5,0.7280553469766899,0.16495164,55.9
2022-04-09 16:00:00+00:00,-0.189655,2022-04-09 12:00:00-04:00,4,12,5,0.8666439847452041,0.164952,57.4
2022-04-09 17:00:00+00:00,-0.293103,2022-04-09 13:00:00-04:00,4,13,5,0.9449776206108395,0.16495236,59.0
2022-04-09 18:00:00+00:00,-0.362069,2022-04-09 14:00:00-04:00,4,14,5,0.957683409084607,0.16495272,59.9
2022-04-09 19:00:00+00:00,-0.362069,2022-04-09 15:00:00-04:00,4,15,5,0.9038916737206587,0.16495308,61.7
2022-04-09 20:00:00+00:00,-0.37931,2022-04-09 16:00:00-04:00,4,16,5,0.7872874346552367,0.16495344,63.1
2022-04-09 21:00:00+00:00,-0.362069,2022-04-09 17:00:00-04:00,4,17,5,0.6159015891674396,0.1649538,63.9
2022-04-09 22:00:00+00:00,-0.275862,2022-04-09 18:00:00-04:00,4,18,5,0.4018243688399149,0.16495416,63.1
2022-04-09 23:00:00+00:00,-0.137931,2022-04-09 19:00:00-04:00,4,19,5,0.16294716711487267,0.16495452,62.4
2022-04-10 00:00:00+00:00,0.017241,2022-04-09 20:00:00-04:00,4,20,5,0.0,0.16495488,58.3
2022-04-10 01:00:00+00:00,0.137931,2022-04-09 21:00:00-04:00,4,21,5,0.0,0.16495524,54.1
2022-04-10 02:00:00+00:00,0.189655,2022-04-09 22:00:00-04:00,4,22,5,0.0,0.1649556,51.1
2022-04-10 03:00:00+00:00,0.189655,2022-04-09 23:00:00-04:00,4,23,5,0.0,0.16495596,47.5
2022-04-10 04:00:00+00:00,0.189655,2022-04-10 00:00:00-04:00,4,0,6,0.0,0.16495632,48.6
2022-04-10 05:00:00+00:00,0.172414,2022-04-10 01:00:00-04:00,4,1,6,0.0,0.16495668,48.2
2022-04-10 06:00:00+00:00,0.172414,2022-04-10 02:00:00-04:00,4,2,6,0.0,0.16495704,48.7
2022-04-10 07:00:00+00:00,0.155172,2022-04-10 03:00:00-04:00,4,3,6,0.0,0.1649574,45.0
2022-04-10 08:00:00+00:00,0.172414,2022-04-10 04:00:00-04:00,4,4,6,0.0,0.16495776,43.9
2022-04-10 09:00:00+00:00,0.155172,2022-04-10 05:00:00-04:00,4,5,6,0.0,0.16495812,43.3
2022-04-10 10:00:00+00:00,0.172414,2022-04-10 06:00:00-04:00,4,6,6,0.0,0.16495848,42.8
2022-04-10 11:00:00+00:00,0.172414,2022-04-10 07:00:00-04:00,4,7,6,0.0,0.16495884,42.8
2022-04-10 12:00:00+00:00,0.189655,2022-04-10 08:00:00-04:00,4,8,6,0.07883049831628619,0.1649592,42.8
2022-04-10 13:00:00+00:00,0.189655,2022-04-10 09:00:00-04:00,4,9,6,0.31698701555513664,0.16495956,53.1
2022-04-10 14:00:00+00:00,0.12069,2022-04-10 10:00:00-04:00,4,10,6,0.5426560371376641,0.16495992,59.7
2022-04-10 15:00:00+00:00,-0.034483,2022-04-10 11:00:00-04:00,4,11,6,0.7313428710696303,0.16496028,65.1
2022-04-10 16:00:00+00:00,-0.172414,2022-04-10 12:00:00-04:00,4,12,6,0.8693993339114037,0.16496064,69.4
2022-04-10 17:00:00+00:00,-0.275862,2022-04-10 13:00:00-04:00,4,13,6,0.9472767961334854,0.164961,71.1
2022-04-10 18:00:00+00:00,-0.344828,2022-04-10 14:00:00-04:00,4,14,6,0.9596361676481439,0.16496136,72.9
2022-04-10 19:00:00+00:00,-0.362069,2022-04-10 15:00:00-04:00,4,15,6,0.9056317912246568,0.16496172,74.1
2022-04-10 20:00:00+00:00,-0.362069,2022-04-10 16:00:00-04:00,4,16,6,0.7889618323913614,0.16496208,76.1
2022-04-10 21:00:00+00:00,-0.293103,2022-04-10 17:00:00-04:00,4,17,6,0.6176573212349659,0.16496244,76.1
2022-04-10 22:00:00+00:00,-0.224138,2022-04-10 18:00:00-04:00,4,18,6,0.40378853278869414,0.1649628,76.6
2022-04-10 23:00:00+00:00,-0.103448,2022-04-10 19:00:00-04:00,4,19,6,0.1651337285630514,0.16496316,75.4
2022-04-11 00:00:00+00:00,0.034483,2022-04-10 20:00:00-04:00,4,20,6,0.0,0.16496352,71.6
2022-04-11 01:00:00+00:00,0.155172,2022-04-10 21:00:00-04:00,4,21,6,0.0,0.16496388,67.1
2022-04-11 02:00:00+00:00,0.206897,2022-04-10 22:00:00-04:00,4,22,6,0.0,0.16496424,63.5
2022-04-11 03:00:00+00:00,0.206897,2022-04-10 23:00:00-04:00,4,23,6,0.0,0.1649646,60.4
2022-04-11 04:00:00+00:00,0.172414,2022-04-11 00:00:00-04:00,4,0,0,0.0,0.16496496,57.9
2022-04-11 05:00:00+00:00,0.155172,2022-04-11 01:00:00-04:00,4,1,0,0.0,0.16496532,54.5
2022-04-11 06:00:00+00:00,0.137931,2022-04-11 02:00:00-04:00,4,2,0,0.0,0.16496568,51.4
2022-04-11 07:00:00+00:00,0.103448,2022-04-11 03:00:00-04:00,4,3,0,0.0,0.16496604,50.5
2022-04-11 08:00:00+00:00,0.103448,2022-04-11 04:00:00-04:00,4,4,0,0.0,0.1649664,48.2
2022-04-11 09:00:00+00:00,0.103448,2022-04-11 05:00:00-04:00,4,5,0,0.0,0.16496676,48.2
2022-04-11 10:00:00+00:00,0.12069,2022-04-11 06:00:00-04:00,4,6,0,0.0,0.16496712,48.2
2022-04-11 11:00:00+00:00,0.155172,2022-04-11 07:00:00-04:00,4,7,0,0.0,0.16496748,46.4
2022-04-11 12:00:00+00:00,0.206897,2022-04-11 08:00:00-04:00,4,8,0,0.08301396414314947,0.16496784,48.2
2022-04-11 13:00:00+00:00,0.241379,2022-04-11 09:00:00-04:00,4,9,0,0.3212848401652542,0.1649682,56.7
2022-04-11 14:00:00+00:00,0.155172,2022-04-11 10:00:00-04:00,4,10,0,0.5464310671649378,0.16496856,63.9
2022-04-11 16:00:00+00:00,-0.051724,2022-04-11 12:00:00-04:00,4,12,0,0.8720763120773432,0.16496928,72.3
2022-04-11 17:00:00+00:00,-0.068966,2022-04-11 13:00:00-04:00,4,13,0,0.9495010626146494,0.16496964,73.6
2022-04-11 19:00:00+00:00,-0.224138,2022-04-11 15:00:00-04:00,4,15,0,0.907311774888082,0.16497036,77.5
2022-04-11 20:00:00+00:00,-0.155172,2022-04-11 16:00:00-04:00,4,16,0,0.790586387327099,0.16497072,80.8
2022-04-11 21:00:00+00:00,-0.189655,2022-04-11 17:00:00-04:00,4,17,0,0.6193746082782003,0.16497108,79.5
2022-04-11 22:00:00+00:00,-0.068966,2022-04-11 18:00:00-04:00,4,18,0,0.40572627490874935,0.16497144,77.9
2022-04-11 23:00:00+00:00,0.051724,2022-04-11 19:00:00-04:00,4,19,0,0.16730865628865696,0.1649718,75.2
2022-04-12 00:00:00+00:00,0.155172,2022-04-11 20:00:00-04:00,4,20,0,0.00015561957345285762,0.16497216,71.6
2022-04-12 01:00:00+00:00,0.189655,2022-04-11 21:00:00-04:00,4,21,0,0.0,0.16497252,69.8
2022-04-12 02:00:00+00:00,0.206897,2022-04-11 22:00:00-04:00,4,22,0,0.0,0.16497288,68.4
2022-04-12 03:00:00+00:00,0.224138,2022-04-11 23:00:00-04:00,4,23,0,0.0,0.16497324,67.3
2022-04-12 04:00:00+00:00,0.189655,2022-04-12 00:00:00-04:00,4,0,1,0.0,0.1649736,66.6
2022-04-12 05:00:00+00:00,0.172414,2022-04-12 01:00:00-04:00,4,1,1,0.0,0.16497396,66.2
2022-04-12 06:00:00+00:00,0.155172,2022-04-12 02:00:00-04:00,4,2,1,0.0,0.16497432,65.1
2022-04-12 07:00:00+00:00,0.155172,2022-04-12 03:00:00-04:00,4,3,1,0.0,0.16497468,62.6
2022-04-12 08:00:00+00:00,0.137931,2022-04-12 04:00:00-04:00,4,4,1,0.0,0.16497504,61.3
2022-04-12 09:00:00+00:00,0.103448,2022-04-12 05:00:00-04:00,4,5,1,0.0,0.1649754,61.3
2022-04-12 10:00:00+00:00,0.12069,2022-04-12 06:00:00-04:00,4,6,1,0.0,0.16497576,58.1
2022-04-12 11:00:00+00:00,0.137931,2022-04-12 07:00:00-04:00,4,7,1,0.0,0.16497612,59.2
2022-04-12 12:00:00+00:00,0.189655,2022-04-12 08:00:00-04:00,4,8,1,0.08718316066270095,0.16497648,57.0
2022-04-12 13:00:00+00:00,0.224138,2022-04-12 09:00:00-04:00,4,9,1,0.3255131911303129,0.16497684,63.0
2022-04-12 14:00:00+00:00,0.137931,2022-04-12 10:00:00-04:00,4,10,1,0.5501290014586477,0.1649772,68.2
2022-04-12 15:00:00+00:00,0.017241,2022-04-12 11:00:00-04:00,4,11,1,0.7376808478929353,0.16497756,75.0
2022-04-12 16:00:00+00:00,-0.103448,2022-04-12 12:00:00-04:00,4,12,1,0.8746746174906967,0.16497792,77.7
2022-04-12 17:00:00+00:00,-0.155172,2022-04-12 13:00:00-04:00,4,13,1,0.9516505899159877,0.16497828,78.8
2022-04-12 18:00:00+00:00,-0.155172,2022-04-12 14:00:00-04:00,4,14,1,0.9633361926366341,0.16497864,82.9
2022-04-12 19:00:00+00:00,-0.086207,2022-04-12 15:00:00-04:00,4,15,1,0.9089324363757051,0.164979,82.8
2022-04-12 20:00:00+00:00,-0.086207,2022-04-12 16:00:00-04:00,4,16,1,0.7921620388984196,0.16497936,83.8
2022-04-12 21:00:00+00:00,-0.051724,2022-04-12 17:00:00-04:00,4,17,1,0.6210543737822983,0.16497972,83.1
2022-04-12 22:00:00+00:00,-0.017241,2022-04-12 18:00:00-04:00,4,18,1,0.40763835392300607,0.16498008,81.9
2022-04-12 23:00:00+00:00,0.034483,2022-04-12 19:00:00-04:00,4,19,1,0.16947229483421838,0.16498044,80.4
2022-04-13 00:00:00+00:00,0.137931,2022-04-12 20:00:00-04:00,4,20,1,0.00021004702717068328,0.1649808,75.6
2022-04-13 01:00:00+00:00,0.224138,2022-04-12 21:00:00-04:00,4,21,1,0.0,0.16498116,72.1
2022-04-13 02:00:00+00:00,0.241379,2022-04-12 22:00:00-04:00,4,22,1,0.0,0.16498152,69.1
2022-04-13 03:00:00+00:00,0.224138,2022-04-12 23:00:00-04:00,4,23,1,0.0,0.16498188,66.7
2022-04-13 04:00:00+00:00,0.206897,2022-04-13 00:00:00-04:00,4,0,2,0.0,0.16498224,65.7
2022-04-13 05:00:00+00:00,0.172414,2022-04-13 01:00:00-04:00,4,1,2,0.0,0.1649826,64.2
2022-04-13 06:00:00+00:00,0.172414,2022-04-13 02:00:00-04:00,4,2,2,0.0,0.16498296,63.3
2022-04-13 07:00:00+00:00,0.155172,2022-04-13 03:00:00-04:00,4,3,2,0.0,0.16498332,62.2
2022-04-13 08:00:00+00:00,0.137931,2022-04-13 04:00:00-04:00,4,4,2,0.0,0.16498368,61.9
2022-04-13 09:00:00+00:00,0.12069,2022-04-13 05:00:00-04:00,4,5,2,0.0,0.16498404,63.3
2022-04-13 10:00:00+00:00,0.12069,2022-04-13 06:00:00-04:00,4,6,2,0.0,0.1649844,63.3
2022-04-13 11:00:00+00:00,0.137931,2022-04-13 07:00:00-04:00,4,7,2,0.0,0.16498476,61.5
2022-04-13 12:00:00+00:00,0.206897,2022-04-13 08:00:00-04:00,4,8,2,0.09133159155982568,0.16498512,62.4
2022-04-13 13:00:00+00:00,0.241379,2022-04-13 09:00:00-04:00,4,9,2,0.32967008490665095,0.16498548,66.6
2022-04-13 14:00:00+00:00,0.206897,2022-04-13 10:00:00-04:00,4,10,2,0.5537485314844616,0.16498584,73.0
2022-04-13 15:00:00+00:00,0.12069,2022-04-13 11:00:00-04:00,4,11,2,0.740729726276899,0.1649862,75.2
2022-04-13 16:00:00+00:00,-0.017241,2022-04-13 12:00:00-04:00,4,12,2,0.8771940394187503,0.16498656,76.6
2022-04-13 17:00:00+00:00,-0.068966,2022-04-13 13:00:00-04:00,4,13,2,0.953725627778742,0.16498692,80.2
2022-04-13 18:00:00+00:00,-0.068966,2022-04-13 14:00:00-04:00,4,14,2,0.9650846229067663,0.16498728,82.9
2022-04-13 19:00:00+00:00,-0.051724,2022-04-13 15:00:00-04:00,4,15,2,0.9104946354274157,0.16498764,80.1
2022-04-13 20:00:00+00:00,0.12069,2022-04-13 16:00:00-04:00,4,16,2,0.7936897561451857,0.164988,79.9
2022-04-13 21:00:00+00:00,0.086207,2022-04-13 17:00:00-04:00,4,17,2,0.622697552366767,0.16498836,78.8
2022-04-13 22:00:00+00:00,0.12069,2022-04-13 18:00:00-04:00,4,18,2,0.40952552282645205,0.16498872,77.2
2022-04-13 23:00:00+00:00,0.086207,2022-04-13 19:00:00-04:00,4,19,2,0.17162497548193775,0.16498908,75.4
2022-04-14 00:00:00+00:00,0.103448,2022-04-13 20:00:00-04:00,4,20,2,0.00027998300455351775,0.16498944,72.7
2022-04-14 01:00:00+00:00,0.206897,2022-04-13 21:00:00-04:00,4,21,2,0.0,0.1649898,69.3
2022-04-14 02:00:00+00:00,0.241379,2022-04-13 22:00:00-04:00,4,22,2,0.0,0.16499016,66.7
2022-04-14 03:00:00+00:00,0.241379,2022-04-13 23:00:00-04:00,4,23,2,0.0,0.16499052,65.5
2022-04-14 04:00:00+00:00,0.206897,2022-04-14 00:00:00-04:00,4,0,3,0.0,0.16499088,66.0
2022-04-14 05:00:00+00:00,0.172414,2022-04-14 01:00:00-04:00,4,1,3,0.0,0.16499124,65.7
2022-04-14 06:00:00+00:00,0.172414,2022-04-14 02:00:00-04:00,4,2,3,0.0,0.1649916,64.4
2022-04-14 07:00:00+00:00,0.155172,2022-04-14 03:00:00-04:00,4,3,3,0.0,0.16499196,64.4
2022-04-14 08:00:00+00:00,0.137931,2022-04-14 04:00:00-04:00,4,4,3,0.0,0.16499232,66.2
2022-04-14 09:00:00+00:00,0.12069,2022-04-14 05:00:00-04:00,4,5,3,0.0,0.16499268,66.2
2022-04-14 10:00:00+00:00,0.12069,2022-04-14 06:00:00-04:00,4,6,3,0.0,0.16499304,64.4
2022-04-14 11:00:00+00:00,0.137931,2022-04-14 07:00:00-04:00,4,7,3,0.0,0.1649934,64.4
2022-04-14 12:00:00+00:00,0.206897,2022-04-14 08:00:00-04:00,4,8,3,0.09545323735629188,0.16499376,64.0
2022-04-14 13:00:00+00:00,0.224138,2022-04-14 09:00:00-04:00,4,9,3,0.3337536430120097,0.16499412,65.3
2022-04-14 14:00:00+00:00,0.206897,2022-04-14 10:00:00-04:00,4,10,3,0.5572884494350362,0.16499448,67.1
2022-04-14 15:00:00+00:00,0.189655,2022-04-14 11:00:00-04:00,4,11,3,0.743697644408145,0.16499484,68.5
2022-04-14 16:00:00+00:00,0.137931,2022-04-14 12:00:00-04:00,4,12,3,0.8796344568966126,0.1649952,70.7
2022-04-14 17:00:00+00:00,0.068966,2022-04-14 13:00:00-04:00,4,13,3,0.9557265039889187,0.16499556,72.5
2022-04-14 18:00:00+00:00,0.034483,2022-04-14 14:00:00-04:00,4,14,3,0.9667662140448053,0.16499592,73.8
2022-04-14 19:00:00+00:00,0.051724,2022-04-14 15:00:00-04:00,4,15,3,0.9119992773488302,0.16499628,73.8
2022-04-14 20:00:00+00:00,0.034483,2022-04-14 16:00:00-04:00,4,16,3,0.7951705351519834,0.16499664,73.6
2022-04-14 21:00:00+00:00,0.034483,2022-04-14 17:00:00-04:00,4,17,3,0.6243050873716179,0.164997,75.2
2022-04-14 22:00:00+00:00,0.017241,2022-04-14 18:00:00-04:00,4,18,3,0.41138852677940413,0.16499736,75.2
2022-04-14 23:00:00+00:00,0.017241,2022-04-14 19:00:00-04:00,4,19,3,0.17376701415184426,0.16499772,75.0
2022-04-15 00:00:00+00:00,0.103448,2022-04-14 20:00:00-04:00,4,20,3,0.0003685799127792773,0.16499808,72.0
2022-04-15 01:00:00+00:00,0.172414,2022-04-14 21:00:00-04:00,4,21,3,0.0,0.16499844,69.1
2022-04-15 02:00:00+00:00,0.206897,2022-04-14 22:00:00-04:00,4,22,3,0.0,0.1649988,67.6
2022-04-15 03:00:00+00:00,0.224138,2022-04-14 23:00:00-04:00,4,23,3,0.0,0.16499916,65.8
2022-04-15 04:00:00+00:00,0.206897,2022-04-15 00:00:00-04:00,4,0,4,0.0,0.16499952,64.4
2022-04-15 05:00:00+00:00,0.172414,2022-04-15 01:00:00-04:00,4,1,4,0.0,0.16499988,64.4
2022-04-15 06:00:00+00:00,0.155172,2022-04-15 02:00:00-04:00,4,2,4,0.0,0.16500024,62.6
2022-04-15 07:00:00+00:00,0.12069,2022-04-15 03:00:00-04:00,4,3,4,0.0,0.1650006,64.2
2022-04-15 08:00:00+00:00,0.12069,2022-04-15 04:00:00-04:00,4,4,4,0.0,0.16500096,62.2
2022-04-15 09:00:00+00:00,0.103448,2022-04-15 05:00:00-04:00,4,5,4,0.0,0.16500132,59.7
2022-04-15 10:00:00+00:00,0.12069,2022-04-15 06:00:00-04:00,4,6,4,0.0,0.16500168,57.4
2022-04-15 11:00:00+00:00,0.137931,2022-04-15 07:00:00-04:00,4,7,4,0.0,0.16500204,55.6
2022-04-15 12:00:00+00:00,0.172414,2022-04-15 08:00:00-04:00,4,8,4,0.09954251892265419,0.1650024,56.7
2022-04-15 13:00:00+00:00,0.206897,2022-04-15 09:00:00-04:00,4,9,4,0.33776209252304656,0.16500276,61.7
2022-04-15 14:00:00+00:00,0.12069,2022-04-15 10:00:00-04:00,4,10,4,0.5607476482468708,0.16500312,66.6
2022-04-15 15:00:00+00:00,-0.017241,2022-04-15 11:00:00-04:00,4,11,4,0.7465840581037463,0.16500348,71.1
2022-04-15 16:00:00+00:00,-0.137931,2022-04-15 12:00:00-04:00,4,12,4,0.8819958373261646,0.16500384,74.3
2022-04-15 17:00:00+00:00,-0.224138,2022-04-15 13:00:00-04:00,4,13,4,0.9576536224286937,0.1650042,76.5
2022-04-15 18:00:00+00:00,-0.310345,2022-04-15 14:00:00-04:00,4,14,4,0.9683817041857546,0.16500456,79.3
2022-04-15 19:00:00+00:00,-0.310345,2022-04-15 15:00:00-04:00,4,15,4,0.9134473104701835,0.16500492,81.5
2022-04-15 20:00:00+00:00,-0.310345,2022-04-15 16:00:00-04:00,4,16,4,0.7966053964980956,0.16500528,82.9
2022-04-15 21:00:00+00:00,-0.258621,2022-04-15 17:00:00-04:00,4,17,4,0.6258779284891879,0.16500564,82.9
2022-04-15 22:00:00+00:00,-0.155172,2022-04-15 18:00:00-04:00,4,18,4,0.41322810107785085,0.165006,83.8
2022-04-15 23:00:00+00:00,-0.051724,2022-04-15 19:00:00-04:00,4,19,4,0.17589870942842645,0.16500636,82.2
2022-04-16 00:00:00+00:00,0.051724,2022-04-15 20:00:00-04:00,4,20,4,0.0004792579001141171,0.16500672,76.6
2022-04-16 01:00:00+00:00,0.172414,2022-04-15 21:00:00-04:00,4,21,4,0.0,0.16500708,69.8
2022-04-16 02:00:00+00:00,0.189655,2022-04-15 22:00:00-04:00,4,22,4,0.0,0.16500744,68.9
2022-04-16 03:00:00+00:00,0.189655,2022-04-15 23:00:00-04:00,4,23,4,0.0,0.1650078,69.3
2022-04-16 04:00:00+00:00,0.172414,2022-04-16 00:00:00-04:00,4,0,5,0.0,0.16500816,69.6
2022-04-16 05:00:00+00:00,0.155172,2022-04-16 01:00:00-04:00,4,1,5,0.0,0.16500852,68.5
2022-04-16 06:00:00+00:00,0.137931,2022-04-16 02:00:00-04:00,4,2,5,0.0,0.16500888,66.7
2022-04-16 07:00:00+00:00,0.12069,2022-04-16 03:00:00-04:00,4,3,5,0.0,0.16500924,66.2
2022-04-16 08:00:00+00:00,0.12069,2022-04-16 04:00:00-04:00,4,4,5,0.0,0.1650096,65.5
2022-04-16 09:00:00+00:00,0.12069,2022-04-16 05:00:00-04:00,4,5,5,0.0,0.16500996,65.1
2022-04-16 10:00:00+00:00,0.103448,2022-04-16 06:00:00-04:00,4,6,5,0.0,0.16501032,64.6
2022-04-16 11:00:00+00:00,0.103448,2022-04-16 07:00:00-04:00,4,7,5,0.0,0.16501068,64.4
2022-04-16 12:00:00+00:00,0.12069,2022-04-16 08:00:00-04:00,4,8,5,0.10359426441494843,0.16501104,65.3
2022-04-16 13:00:00+00:00,0.12069,2022-04-16 09:00:00-04:00,4,9,5,0.34169376637627613,0.1650114,64.4
2022-04-16 14:00:00+00:00,0.137931,2022-04-16 10:00:00-04:00,4,10,5,0.5641251214209128,0.16501176,68.0
2022-04-16 15:00:00+00:00,0.086207,2022-04-16 11:00:00-04:00,4,11,5,0.7493885189264732,0.16501212,69.8
2022-04-16 16:00:00+00:00,-0.017241,2022-04-16 12:00:00-04:00,4,12,5,0.8842782349317169,0.16501248,73.4
2022-04-16 17:00:00+00:00,-0.068966,2022-04-16 13:00:00-04:00,4,13,5,0.9595074610211233,0.16501284,76.5
2022-04-16 18:00:00+00:00,-0.086207,2022-04-16 14:00:00-04:00,4,14,5,0.9699318896918813,0.1650132,77.4
2022-04-16 19:00:00+00:00,-0.103448,2022-04-16 15:00:00-04:00,4,15,5,0.914839723580296,0.16501356,78.1
2022-04-16 20:00:00+00:00,-0.241379,2022-04-16 16:00:00-04:00,4,16,5,0.7979953827222942,0.16501392,79.0
