utc,value,local,mo,hr,dofw,pv,trend,lag,tmpf
2022-04-27 02:00:00+00:00,0.365106,2022-04-26 16:00:00-10:00,4,16,1,0.6301068900831165,0.16510248,-0.054468,86.0
2022-04-27 03:00:00+00:00,0.400851,2022-04-26 17:00:00-10:00,4,17,1,0.39902034863851205,0.16510284,0.213617,84.0
2022-04-27 04:00:00+00:00,0.630638,2022-04-26 18:00:00-10:00,4,18,1,0.14509107084937312,0.1651032,0.603404,82.0
2022-04-27 05:00:00+00:00,0.806809,2022-04-26 19:00:00-10:00,4,19,1,0.0,0.16510356,0.774468,78.1
2022-04-27 06:00:00+00:00,0.830638,2022-04-26 20:00:00-10:00,4,20,1,0.0,0.16510392,0.806809,75.9
2022-04-27 07:00:00+00:00,0.746383,2022-04-26 21:00:00-10:00,4,21,1,0.0,0.16510428,0.761702,75.0
2022-04-27 08:00:00+00:00,0.714042,2022-04-26 22:00:00-10:00,4,22,1,0.0,0.16510464,0.691064,73.9
2022-04-27 09:00:00+00:00,0.62383,2022-04-26 23:00:00-10:00,4,23,1,0.0,0.165105,0.603404,73.0
2022-04-27 10:00:00+00:00,0.566809,2022-04-27 00:00:00-10:00,4,0,2,0.0,0.16510536,0.544681,73.0
2022-04-27 11:00:00+00:00,0.507234,2022-04-27 01:00:00-10:00,4,1,2,0.0,0.16510572,0.500426,73.0
2022-04-27 12:00:00+00:00,0.473192,2022-04-27 02:00:00-10:00,4,2,2,0.0,0.16510608,0.478298,73.0
2022-04-27 13:00:00+00:00,0.462128,2022-04-27 03:00:00-10:00,4,3,2,0.0,0.16510644,0.457021,73.9
2022-04-27 14:00:00+00:00,0.479149,2022-04-27 04:00:00-10:00,4,4,2,0.0,0.1651068,0.458724,73.0
2022-04-27 15:00:00+00:00,0.495319,2022-04-27 05:00:00-10:00,4,5,2,0.0,0.16510716,0.473192,73.0
2022-04-27 16:00:00+00:00,0.545532,2022-04-27 06:00:00-10:00,4,6,2,0.0,0.16510752,0.511489,73.9
2022-04-27 17:00:00+00:00,0.388085,2022-04-27 07:00:00-10:00,4,7,2,0.14274580790157707,0.16510788,0.37617,75.9
2022-04-27 18:00:00+00:00,0.276596,2022-04-27 08:00:00-10:00,4,8,2,0.39629641124530873,0.16510824,0.0808511,79.0
2022-04-27 19:00:00+00:00,-0.0425531,2022-04-27 09:00:00-10:00,4,9,2,0.6274183977267519,0.1651086,-0.134468,82.0
2022-04-27 20:00:00+00:00,-0.254468,2022-04-27 10:00:00-10:00,4,10,2,0.8165207250914828,0.16510896,-0.161702,82.0
2022-04-27 21:00:00+00:00,-0.370213,2022-04-27 11:00:00-10:00,4,11,2,0.9504222798570632,0.16510932,-0.0212765,82.9
2022-04-27 22:00:00+00:00,-0.14383,2022-04-27 12:00:00-10:00,4,12,2,1.019977168223012,0.16510968,-0.114893,86.0
2022-04-27 23:00:00+00:00,0.182979,2022-04-27 13:00:00-10:00,4,13,2,1.020450821790232,0.16511004,-0.298723,82.9
2022-04-28 00:00:00+00:00,-0.0646808,2022-04-27 14:00:00-10:00,4,14,2,0.9518110177319199,0.1651104,-0.0995744,82.9
2022-04-28 01:00:00+00:00,0.0417023,2022-04-27 15:00:00-10:00,4,15,2,0.8187299502274173,0.16511076,-0.05617,82.9
2022-04-28 02:00:00+00:00,0.354894,2022-04-27 16:00:00-10:00,4,16,2,0.6302966157100338,0.16511112,0.217872,82.9
2022-04-28 03:00:00+00:00,0.501277,2022-04-27 17:00:00-10:00,4,17,2,0.39963727772329816,0.16511148,0.525958,82.0
2022-04-28 04:00:00+00:00,0.651064,2022-04-27 18:00:00-10:00,4,18,2,0.1461590758435914,0.16511184,0.620426,80.1
2022-04-28 05:00:00+00:00,0.788936,2022-04-27 19:00:00-10:00,4,19,2,0.0,0.1651122,0.772766,79.0
2022-04-28 06:00:00+00:00,0.809362,2022-04-27 20:00:00-10:00,4,20,2,0.0,0.16511256,0.800851,77.0
2022-04-28 07:00:00+00:00,0.777872,2022-04-27 21:00:00-10:00,4,21,2,0.0,0.16511292,0.738723,75.9
2022-04-28 08:00:00+00:00,0.72,2022-04-27 22:00:00-10:00,4,22,2,0.0,0.16511328,0.678298,75.0
2022-04-28 09:00:00+00:00,0.62383,2022-04-27 23:00:00-10:00,4,23,2,0.0,0.16511364,0.605958,73.9
2022-04-28 10:00:00+00:00,0.564255,2022-04-28 00:00:00-10:00,4,0,3,0.0,0.165114,0.564255,73.9
2022-04-28 11:00:00+00:00,0.498723,2022-04-28 01:00:00-10:00,4,1,3,0.0,0.16511436,0.502979,73.0
2022-04-28 12:00:00+00:00,0.477447,2022-04-28 02:00:00-10:00,4,2,3,0.0,0.16511472,0.471489,73.9
2022-04-28 13:00:00+00:00,0.454468,2022-04-28 03:00:00-10:00,4,3,3,0.0,0.16511508,0.450213,73.9
2022-04-28 14:00:00+00:00,0.474894,2022-04-28 04:00:00-10:00,4,4,3,0.0,0.16511544,0.461277,73.9
2022-04-28 15:00:00+00:00,0.483404,2022-04-28 05:00:00-10:00,4,5,3,0.0,0.1651158,0.490213,75.0
2022-04-28 16:00:00+00:00,0.525958,2022-04-28 06:00:00-10:00,4,6,3,0.0,0.16511616,0.50383,73.9
2022-04-28 17:00:00+00:00,0.414468,2022-04-28 07:00:00-10:00,4,7,3,0.14516542440820615,0.16511652,0.373617,75.9
2022-04-28 18:00:00+00:00,0.10383,2022-04-28 08:00:00-10:00,4,8,3,0.39823334806492733,0.16511688,0.205107,80.1
2022-04-28 19:00:00+00:00,-0.153191,2022-04-28 09:00:00-10:00,4,9,3,0.6287385093658342,0.16511724,0.107234,81.0
2022-04-28 20:00:00+00:00,-0.095319,2022-04-28 10:00:00-10:00,4,10,3,0.8172667232547516,0.1651176,0.0723406,82.9
2022-04-28 21:00:00+00:00,-0.371064,2022-04-28 11:00:00-10:00,4,11,3,0.9506905458412088,0.16511796,-0.0170212,86.0
2022-04-28 22:00:00+00:00,-0.285106,2022-04-28 12:00:00-10:00,4,12,3,1.019900710717135,0.16511832,-0.267234,84.9
2022-04-28 23:00:00+00:00,-0.452766,2022-04-28 13:00:00-10:00,4,13,3,1.0201875003795744,0.16511868,-0.0331913,86.0
2022-04-29 00:00:00+00:00,-0.195745,2022-04-28 14:00:00-10:00,4,14,3,0.9515314094884166,0.16511904,0.2,84.0
2022-04-29 01:00:00+00:00,-0.0629787,2022-04-28 15:00:00-10:00,4,15,3,0.8186044021235153,0.1651194,0.0553193,82.0
2022-04-29 02:00:00+00:00,0.379575,2022-04-28 16:00:00-10:00,4,16,3,0.6304813236605022,0.16511976,0.241702,82.0
2022-04-29 03:00:00+00:00,0.524255,2022-04-28 17:00:00-10:00,4,17,3,0.4002565407803516,0.16512012,0.622979,81.0
2022-04-29 04:00:00+00:00,0.668085,2022-04-28 18:00:00-10:00,4,18,3,0.1472352316008659,0.16512048,0.694468,82.0
2022-04-29 05:00:00+00:00,0.811915,2022-04-28 19:00:00-10:00,4,19,3,0.0,0.16512084,0.764255,79.0
2022-04-29 06:00:00+00:00,0.837447,2022-04-28 20:00:00-10:00,4,20,3,0.0,0.1651212,0.778723,77.0
2022-04-29 07:00:00+00:00,0.789787,2022-04-28 21:00:00-10:00,4,21,3,0.0,0.16512156,0.762553,75.0
2022-04-29 08:00:00+00:00,0.714043,2022-04-28 22:00:00-10:00,4,22,3,0.0,0.16512192,0.661277,73.9
2022-04-29 09:00:00+00:00,0.6,2022-04-28 23:00:00-10:00,4,23,3,0.0,0.16512228,0.603404,73.9
2022-04-29 10:00:00+00:00,0.558298,2022-04-29 00:00:00-10:00,4,0,4,0.0,0.16512264,0.537021,73.9
2022-04-29 11:00:00+00:00,0.525106,2022-04-29 01:00:00-10:00,4,1,4,0.0,0.165123,0.520851,73.0
2022-04-29 12:00:00+00:00,0.476596,2022-04-29 02:00:00-10:00,4,2,4,0.0,0.16512336,0.477447,73.0
2022-04-29 13:00:00+00:00,0.455319,2022-04-29 03:00:00-10:00,4,3,4,0.0,0.16512372,0.44766,73.0
2022-04-29 14:00:00+00:00,0.47234,2022-04-29 04:00:00-10:00,4,4,4,0.0,0.16512408,0.45617,72.0
2022-04-29 15:00:00+00:00,0.501277,2022-04-29 05:00:00-10:00,4,5,4,0.0,0.16512444,0.48,72.0
2022-04-29 16:00:00+00:00,0.52766,2022-04-29 06:00:00-10:00,4,6,4,0.0,0.1651248,0.515745,72.0
2022-04-29 17:00:00+00:00,0.403404,2022-04-29 07:00:00-10:00,4,7,4,0.1475140637573359,0.16512516,0.460426,73.9
2022-04-29 18:00:00+00:00,0.110638,2022-04-29 08:00:00-10:00,4,8,4,0.40009231631855974,0.16512552,-0.0212765,80.1
2022-04-29 19:00:00+00:00,-0.182128,2022-04-29 09:00:00-10:00,4,9,4,0.6299846913926688,0.16512588,0.192341,82.0
2022-04-29 20:00:00+00:00,-0.420425,2022-04-29 10:00:00-10:00,4,10,4,0.8179460526809994,0.16512624,-0.360851,84.9
2022-04-29 21:00:00+00:00,-0.559149,2022-04-29 11:00:00-10:00,4,11,4,0.9509015893420756,0.1651266,-0.211064,86.0
2022-04-29 22:00:00+00:00,-0.54383,2022-04-29 12:00:00-10:00,4,12,4,1.0197779107804117,0.16512696,0.125958,87.1
2022-04-29 23:00:00+00:00,-0.350638,2022-04-29 13:00:00-10:00,4,13,4,1.0198893785148344,0.16512732,-0.0706382,84.9
2022-04-30 00:00:00+00:00,-0.0578723,2022-04-29 14:00:00-10:00,4,14,4,0.9512284132727084,0.16512768,-0.171915,86.0
2022-04-30 01:00:00+00:00,-0.19234,2022-04-29 15:00:00-10:00,4,15,4,0.8184659848052636,0.16512804,0.00255326,84.9
2022-04-30 02:00:00+00:00,0.101277,2022-04-29 16:00:00-10:00,4,16,4,0.6306621163283862,0.1651284,0.245107,82.0
2022-04-30 03:00:00+00:00,0.218724,2022-04-29 17:00:00-10:00,4,17,4,0.40087881268294406,0.16512876,0.259575,82.9
2022-04-30 04:00:00+00:00,0.569362,2022-04-29 18:00:00-10:00,4,18,4,0.14831971211186404,0.16512912,0.58383,80.1
2022-04-30 05:00:00+00:00,0.769362,2022-04-29 19:00:00-10:00,4,19,4,0.0,0.16512948,0.728511,79.0
2022-04-30 06:00:00+00:00,0.778723,2022-04-29 20:00:00-10:00,4,20,4,0.0,0.16512984,0.755745,77.0
2022-04-30 07:00:00+00:00,0.721702,2022-04-29 21:00:00-10:00,4,21,4,0.0,0.1651302,0.738723,77.0
2022-04-30 08:00:00+00:00,0.701277,2022-04-29 22:00:00-10:00,4,22,4,0.0,0.16513056,0.698723,75.9
2022-04-30 09:00:00+00:00,0.635745,2022-04-29 23:00:00-10:00,4,23,4,0.0,0.16513092,0.637447,75.9
2022-04-30 10:00:00+00:00,0.57617,2022-04-30 00:00:00-10:00,4,0,5,0.0,0.16513128,0.585532,75.9
2022-04-30 11:00:00+00:00,0.549787,2022-04-30 01:00:00-10:00,4,1,5,0.0,0.16513164,0.542979,75.9
2022-04-30 12:00:00+00:00,0.501277,2022-04-30 02:00:00-10:00,4,2,5,0.0,0.165132,0.513191,75.0
2022-04-30 13:00:00+00:00,0.497872,2022-04-30 03:00:00-10:00,4,3,5,0.0,0.16513236,0.488511,73.9
2022-04-30 14:00:00+00:00,0.490213,2022-04-30 04:00:00-10:00,4,4,5,0.0,0.16513272,0.46383,73.9
2022-04-30 15:00:00+00:00,0.494468,2022-04-30 05:00:00-10:00,4,5,5,0.0,0.16513308,0.471489,73.9
2022-04-30 16:00:00+00:00,0.514042,2022-04-30 06:00:00-10:00,4,6,5,0.0,0.16513344,0.51149,73.9
2022-04-30 17:00:00+00:00,0.45617,2022-04-30 07:00:00-10:00,4,7,5,0.1497907361802091,0.1651338,0.445107,75.0
2022-04-30 18:00:00+00:00,0.258724,2022-04-30 08:00:00-10:00,4,8,5,0.401873375850742,0.16513416,0.165958,78.1
2022-04-30 19:00:00+00:00,0.189787,2022-04-30 09:00:00-10:00,4,9,5,0.6311575526717998,0.16513452,-0.0808509,80.1
2022-04-30 20:00:00+00:00,-0.0527659,2022-04-30 10:00:00-10:00,4,10,5,0.8185597722693568,0.16513488,-0.298723,81.0
2022-04-30 21:00:00+00:00,-0.00425523,2022-04-30 11:00:00-10:00,4,11,5,0.9510568111833487,0.16513524,-0.218723,84.0
2022-04-30 22:00:00+00:00,-0.29617,2022-04-30 12:00:00-10:00,4,12,5,1.019610383451492,0.1651356,-0.347234,84.0
2022-04-30 23:00:00+00:00,0.0340426,2022-04-30 13:00:00-10:00,4,13,5,1.019558144338456,0.16513596,-0.261277,84.9
2022-05-01 00:00:00+00:00,0.0655319,2022-04-30 14:00:00-10:00,4,14,5,0.9509036449498416,0.16513632,-0.422979,84.9
2022-05-01 01:00:00+00:00,-0.0791488,2022-04-30 15:00:00-10:00,4,15,5,0.8183161021542568,0.16513668,-0.013617,84.9
2022-05-01 02:00:00+00:00,0.0187235,2022-04-30 16:00:00-10:00,4,16,5,0.6308400613776334,0.16513704,0.0851065,82.0
2022-05-01 03:00:00+00:00,0.235745,2022-04-30 17:00:00-10:00,4,17,5,0.40150472478069366,0.1651374,0.187234,82.0
2022-05-01 04:00:00+00:00,0.561702,2022-04-30 18:00:00-10:00,4,18,5,0.14941264498878776,0.16513776,0.563404,81.0
2022-05-01 05:00:00+00:00,0.729362,2022-04-30 19:00:00-10:00,4,19,5,0.0,0.16513812,0.770213,78.1
2022-05-01 06:00:00+00:00,0.733617,2022-04-30 20:00:00-10:00,4,20,5,0.0,0.16513848,0.760851,75.9
2022-05-01 07:00:00+00:00,0.70383,2022-04-30 21:00:00-10:00,4,21,5,0.0,0.16513884,0.72851,75.9
2022-05-01 08:00:00+00:00,0.676596,2022-04-30 22:00:00-10:00,4,22,5,0.0,0.1651392,0.678298,75.0
2022-05-01 09:00:00+00:00,0.618723,2022-04-30 23:00:00-10:00,4,23,5,0.0,0.16513956,0.630638,75.9
2022-05-01 10:00:00+00:00,0.571064,2022-05-01 00:00:00-10:00,5,0,6,0.0,0.16513992,0.581277,75.9
2022-05-01 11:00:00+00:00,0.526809,2022-05-01 01:00:00-10:00,5,1,6,0.0,0.16514028,0.540426,75.0
2022-05-01 12:00:00+00:00,0.505532,2022-05-01 02:00:00-10:00,5,2,6,0.0,0.16514064,0.520851,75.0
2022-05-01 13:00:00+00:00,0.481702,2022-05-01 03:00:00-10:00,5,3,6,0.0,0.165141,0.478298,75.9
2022-05-01 14:00:00+00:00,0.482553,2022-05-01 04:00:00-10:00,5,4,6,0.0,0.16514136,0.469787,75.9
2022-05-01 15:00:00+00:00,0.492766,2022-05-01 05:00:00-10:00,5,5,6,0.0,0.16514172,0.490213,73.9
2022-05-01 16:00:00+00:00,0.514894,2022-05-01 06:00:00-10:00,5,6,6,0.0,0.16514208,0.506383,73.9
2022-05-01 17:00:00+00:00,0.399149,2022-05-01 07:00:00-10:00,5,7,6,0.1519945738841295,0.16514244,0.44766,75.0
2022-05-01 18:00:00+00:00,0.10383,2022-05-01 08:00:00-10:00,5,8,6,0.40357667021867316,0.1651428,0.304681,77.0
2022-05-01 19:00:00+00:00,0.144681,2022-05-01 09:00:00-10:00,5,9,6,0.6322577748153491,0.16514316,-0.0485105,80.1
2022-05-01 20:00:00+00:00,-0.24,2022-05-01 10:00:00-10:00,5,10,6,0.8191090001941206,0.16514352,-0.262127,82.0
2022-05-01 21:00:00+00:00,-0.16,2022-05-01 11:00:00-10:00,5,11,6,0.951157655498717,0.16514388,-0.262979,82.9
2022-05-01 22:00:00+00:00,0.00425548,2022-05-01 12:00:00-10:00,5,12,6,1.0193997696046857,0.16514424,-0.577021,84.9
2022-05-01 23:00:00+00:00,0.108085,2022-05-01 13:00:00-10:00,5,13,6,1.0191954940121088,0.1651446,-0.483404,87.1
2022-05-02 00:00:00+00:00,-0.385532,2022-05-01 14:00:00-10:00,5,14,6,0.950558711448978,0.16514496,-0.47234,84.9
2022-05-02 01:00:00+00:00,-0.374468,2022-05-01 15:00:00-10:00,5,15,6,0.8181561341650331,0.16514532,-0.151489,86.0
2022-05-02 02:00:00+00:00,0.171064,2022-05-01 16:00:00-10:00,5,16,6,0.6310161906341645,0.16514568,-0.055319,84.0
2022-05-02 03:00:00+00:00,0.12,2022-05-01 17:00:00-10:00,5,17,6,0.40213486445724017,0.16514604,0.454468,81.0
2022-05-02 04:00:00+00:00,0.668085,2022-05-01 18:00:00-10:00,5,18,6,0.15051411150911756,0.1651464,0.650213,79.0
2022-05-02 05:00:00+00:00,0.821277,2022-05-01 19:00:00-10:00,5,19,6,0.0,0.16514676,0.806809,78.1
2022-05-02 06:00:00+00:00,0.81617,2022-05-01 20:00:00-10:00,5,20,6,0.0,0.16514712,0.828936,77.0
2022-05-02 07:00:00+00:00,0.781277,2022-05-01 21:00:00-10:00,5,21,6,0.0,0.16514748,0.777873,77.0
2022-05-02 08:00:00+00:00,0.716596,2022-05-01 22:00:00-10:00,5,22,6,0.0,0.16514784,0.710638,75.9
2022-05-02 09:00:00+00:00,0.634894,2022-05-01 23:00:00-10:00,5,23,6,0.0,0.1651482,0.632341,77.0
2022-05-02 10:00:00+00:00,0.572766,2022-05-02 00:00:00-10:00,5,0,0,0.0,0.16514856,0.563404,75.9
2022-05-02 11:00:00+00:00,0.531064,2022-05-02 01:00:00-10:00,5,1,0,0.0,0.16514892,0.515745,75.0
2022-05-02 12:00:00+00:00,0.502979,2022-05-02 02:00:00-10:00,5,2,0,0.0,0.16514928,0.485106,73.0
2022-05-02 13:00:00+00:00,0.476596,2022-05-02 03:00:00-10:00,5,3,0,0.0,0.16514964,0.470638,73.0
2022-05-02 14:00:00+00:00,0.483404,2022-05-02 04:00:00-10:00,5,4,0,0.0,0.16515,0.468085,73.0
2022-05-02 15:00:00+00:00,0.52,2022-05-02 05:00:00-10:00,5,5,0,0.0,0.16515036,0.500426,73.9
2022-05-02 16:00:00+00:00,0.531915,2022-05-02 06:00:00-10:00,5,6,0,0.0,0.16515072,0.52766,73.9
2022-05-02 17:00:00+00:00,0.48766,2022-05-02 07:00:00-10:00,5,7,0,0.15412482714912432,0.16515108,0.45617,77.0
2022-05-02 18:00:00+00:00,0.244255,2022-05-02 08:00:00-10:00,5,8,0,0.40520242452622374,0.16515144,0.159149,78.1
2022-05-02 19:00:00+00:00,0.12,2022-05-02 09:00:00-10:00,5,9,0,0.6332861096081768,0.1651518,-0.0476595,80.1
2022-05-02 20:00:00+00:00,-0.0680849,2022-05-02 10:00:00-10:00,5,10,0,0.8195949110500422,0.16515216,-0.137872,81.0
2022-05-02 21:00:00+00:00,-0.234893,2022-05-02 11:00:00-10:00,5,11,0,0.9512056067756626,0.16515252,-0.271489,84.0
2022-05-02 22:00:00+00:00,0.038298,2022-05-02 12:00:00-10:00,5,12,0,1.0191477330770873,0.16515288,-0.175319,82.9
2022-05-02 23:00:00+00:00,-0.227234,2022-05-02 13:00:00-10:00,5,13,0,1.018803129105244,0.16515324,-0.445106,81.0
2022-05-03 00:00:00+00:00,-0.25617,2022-05-02 14:00:00-10:00,5,14,0,0.9501952085721569,0.1651536,0.0757447,82.0
2022-05-03 01:00:00+00:00,0.0212768,2022-05-02 15:00:00-10:00,5,15,0,0.8179874353019698,0.16515396,-0.325957,84.0
2022-05-03 02:00:00+00:00,0.0621277,2022-05-02 16:00:00-10:00,5,16,0,0.6311914990777634,0.16515432,0.305532,82.9
2022-05-03 03:00:00+00:00,0.198298,2022-05-02 17:00:00-10:00,5,17,0,0.402769774789269,0.16515468,0.243404,82.9
2022-05-03 04:00:00+00:00,0.622979,2022-05-02 18:00:00-10:00,5,18,0,0.15162414675827243,0.16515504,0.650213,81.0
2022-05-03 05:00:00+00:00,0.834042,2022-05-02 19:00:00-10:00,5,19,0,0.0,0.1651554,0.811915,78.1
2022-05-03 06:00:00+00:00,0.873191,2022-05-02 20:00:00-10:00,5,20,0,0.0,0.16515576,0.828085,77.0
2022-05-03 07:00:00+00:00,0.819574,2022-05-02 21:00:00-10:00,5,21,0,0.0,0.16515612,0.76766,75.9
2022-05-03 08:00:00+00:00,0.716596,2022-05-02 22:00:00-10:00,5,22,0,0.0,0.16515648,0.708936,77.0
2022-05-03 09:00:00+00:00,0.641702,2022-05-02 23:00:00-10:00,5,23,0,0.0,0.16515684,0.63234,75.9
2022-05-03 10:00:00+00:00,0.575319,2022-05-03 00:00:00-10:00,5,0,1,0.0,0.1651572,0.565107,75.9
2022-05-03 11:00:00+00:00,0.525106,2022-05-03 01:00:00-10:00,5,1,1,0.0,0.16515756,0.508936,75.9
2022-05-03 12:00:00+00:00,0.497021,2022-05-03 02:00:00-10:00,5,2,1,0.0,0.16515792,0.49617,75.0
2022-05-03 13:00:00+00:00,0.467234,2022-05-03 03:00:00-10:00,5,3,1,0.0,0.16515828,0.471489,75.9
2022-05-03 14:00:00+00:00,0.480851,2022-05-03 04:00:00-10:00,5,4,1,0.0,0.16515864,0.483404,73.9
2022-05-03 15:00:00+00:00,0.508936,2022-05-03 05:00:00-10:00,5,5,1,0.0,0.165159,0.500426,75.0
2022-05-03 16:00:00+00:00,0.522553,2022-05-03 06:00:00-10:00,5,6,1,0.0,0.16515936,0.53617,73.9
2022-05-03 17:00:00+00:00,0.413617,2022-05-03 07:00:00-10:00,5,7,1,0.15618086048258742,0.16515972,0.45617,75.9
2022-05-03 18:00:00+00:00,0.11149,2022-05-03 08:00:00-10:00,5,8,1,0.40675094316132154,0.16516008,0.0868086,80.1
2022-05-03 19:00:00+00:00,0.0561704,2022-05-03 09:00:00-10:00,5,9,1,0.6342433763650808,0.16516044,0.101277,81.0
2022-05-03 20:00:00+00:00,0.12766,2022-05-03 10:00:00-10:00,5,10,1,0.8200187329615762,0.1651608,-0.0570211,81.0
2022-05-03 21:00:00+00:00,-0.268936,2022-05-03 11:00:00-10:00,5,11,1,0.951202186895167,0.16516116,-0.234893,80.1
2022-05-03 22:00:00+00:00,-0.41617,2022-05-03 12:00:00-10:00,5,12,1,1.018855957822362,0.16516152,-0.095319,81.0
2022-05-03 23:00:00+00:00,-0.375319,2022-05-03 13:00:00-10:00,5,13,1,1.0183827540373964,0.16516188,-0.480851,84.0
2022-05-04 00:00:00+00:00,-0.0527659,2022-05-03 14:00:00-10:00,5,14,1,0.9498147188782359,0.16516224,-0.266383,86.0
2022-05-04 01:00:00+00:00,-0.264681,2022-05-03 15:00:00-10:00,5,15,1,0.8178113329464726,0.1651626,-0.225532,86.0
2022-05-04 02:00:00+00:00,-0.184681,2022-05-03 16:00:00-10:00,5,16,1,0.6313669439315575,0.16516296,0.365106,82.9
2022-05-04 03:00:00+00:00,0.227234,2022-05-03 17:00:00-10:00,5,17,1,0.4034099543030749,0.16516332,0.400851,81.0
2022-05-04 04:00:00+00:00,0.608511,2022-05-03 18:00:00-10:00,5,18,1,0.15274273986675418,0.16516368,0.630638,81.0
2022-05-04 05:00:00+00:00,0.771064,2022-05-03 19:00:00-10:00,5,19,1,0.0,0.16516404,0.806809,77.0
2022-05-04 06:00:00+00:00,0.815319,2022-05-03 20:00:00-10:00,5,20,1,0.0,0.1651644,0.830638,77.0
2022-05-04 07:00:00+00:00,0.771915,2022-05-03 21:00:00-10:00,5,21,1,0.0,0.16516476,0.746383,75.9
2022-05-04 08:00:00+00:00,0.717447,2022-05-03 22:00:00-10:00,5,22,1,0.0,0.16516512,0.714042,75.0
2022-05-04 09:00:00+00:00,0.619574,2022-05-03 23:00:00-10:00,5,23,1,0.0,0.16516548,0.62383,75.0
2022-05-04 10:00:00+00:00,0.56766,2022-05-04 00:00:00-10:00,5,0,2,0.0,0.16516584,0.566809,73.9
2022-05-04 11:00:00+00:00,0.506383,2022-05-04 01:00:00-10:00,5,1,2,0.0,0.1651662,0.507234,73.0
2022-05-04 12:00:00+00:00,0.485106,2022-05-04 02:00:00-10:00,5,2,2,0.0,0.16516656,0.473192,72.0
2022-05-04 13:00:00+00:00,0.473192,2022-05-04 03:00:00-10:00,5,3,2,0.0,0.16516692,0.462128,72.0
2022-05-04 14:00:00+00:00,0.47234,2022-05-04 04:00:00-10:00,5,4,2,0.0,0.16516728,0.479149,72.0
2022-05-04 15:00:00+00:00,0.49617,2022-05-04 05:00:00-10:00,5,5,2,0.0,0.16516764,0.495319,72.0
2022-05-04 16:00:00+00:00,0.537872,2022-05-04 06:00:00-10:00,5,6,2,0.0,0.165168,0.545532,73.0
2022-05-04 17:00:00+00:00,0.405106,2022-05-04 07:00:00-10:00,5,7,2,0.15816214882611143,0.16516836,0.388085,73.9
2022-05-04 18:00:00+00:00,0.16766,2022-05-04 08:00:00-10:00,5,8,2,0.408222607445607,0.16516872,0.276596,79.0
2022-05-04 19:00:00+00:00,0.239149,2022-05-04 09:00:00-10:00,5,9,2,0.635130459228569,0.16516908,-0.0425531,81.0
2022-05-04 20:00:00+00:00,-0.00765941,2022-05-04 10:00:00-10:00,5,10,2,0.8203817446635058,0.16516944,-0.254468,82.0
2022-05-04 21:00:00+00:00,-0.233191,2022-05-04 11:00:00-10:00,5,11,2,0.9511489521740079,0.1651698,-0.370213,84.9
2022-05-04 22:00:00+00:00,-0.171915,2022-05-04 12:00:00-10:00,5,12,2,1.01852614509608,0.16517016,-0.14383,86.0
2022-05-04 23:00:00+00:00,-0.118298,2022-05-04 13:00:00-10:00,5,13,2,1.0179360735771172,0.16517052,0.182979,86.0
2022-05-05 00:00:00+00:00,-0.333617,2022-05-04 14:00:00-10:00,5,14,2,0.949418809643555,0.16517088,-0.0646808,86.0
2022-05-05 01:00:00+00:00,-0.320851,2022-05-04 15:00:00-10:00,5,15,2,0.8176291259336429,0.16517124,0.0417023,84.9
2022-05-05 02:00:00+00:00,-0.0587233,2022-05-04 16:00:00-10:00,5,16,2,0.631543443846736,0.1651716,0.354894,84.0
2022-05-05 03:00:00+00:00,0.319149,2022-05-04 17:00:00-10:00,5,17,2,0.40405585682453177,0.16517196,0.501277,82.9
2022-05-05 04:00:00+00:00,0.691064,2022-05-04 18:00:00-10:00,5,18,2,0.15386983433715,0.16517232,0.651064,82.0
2022-05-05 05:00:00+00:00,0.796596,2022-05-04 19:00:00-10:00,5,19,2,0.0,0.16517268,0.788936,79.0
2022-05-05 06:00:00+00:00,0.826383,2022-05-04 20:00:00-10:00,5,20,2,0.0,0.16517304,0.809362,77.0
2022-05-05 07:00:00+00:00,0.794042,2022-05-04 21:00:00-10:00,5,21,2,0.0,0.1651734,0.777872,77.0
2022-05-05 08:00:00+00:00,0.710638,2022-05-04 22:00:00-10:00,5,22,2,0.0,0.16517376,0.72,77.0
2022-05-05 09:00:00+00:00,0.626383,2022-05-04 23:00:00-10:00,5,23,2,0.0,0.16517412,0.62383,75.9
2022-05-05 10:00:00+00:00,0.570213,2022-05-05 00:00:00-10:00,5,0,3,0.0,0.16517448,0.564255,75.9
2022-05-05 11:00:00+00:00,0.521702,2022-05-05 01:00:00-10:00,5,1,3,0.0,0.16517484,0.498723,75.9
2022-05-05 12:00:00+00:00,0.48766,2022-05-05 02:00:00-10:00,5,2,3,0.0,0.1651752,0.477447,75.0
2022-05-05 13:00:00+00:00,0.477447,2022-05-05 03:00:00-10:00,5,3,3,0.0,0.16517556,0.454468,73.9
2022-05-05 14:00:00+00:00,0.475745,2022-05-05 04:00:00-10:00,5,4,3,0.0,0.16517592,0.474894,73.9
2022-05-05 15:00:00+00:00,0.502128,2022-05-05 05:00:00-10:00,5,5,3,0.0,0.16517628,0.483404,73.9
2022-05-05 16:00:00+00:00,0.520851,2022-05-05 06:00:00-10:00,5,6,3,0.0,0.16517664,0.525958,73.9
2022-05-05 17:00:00+00:00,0.491064,2022-05-05 07:00:00-10:00,5,7,3,0.16006827380996494,0.165177,0.414468,73.9
